Destination Name,Review Head,Review Body,Rating,Date
Simien Mountains National Park,Magnificent place,"It was very nice to visit, u got to see a lot of greenery, different types of birds, gelanda monkeys & some kind of bear (push back) . The scout & guide are mandatory to enter the park, they expect tips at the end of...",4,November 2018
Simien Mountains National Park,Best trekking in Africa,"We organised a group trek through ETT. Initially a group of 7, on a four day, 3 night itinerary. After some days of acclimatisation in Addis and Lalibela, the Simiens did not present any altitude problems and the daily stages from Sankaber to Geech and...",5,October 2018
Simien Mountains National Park,Simien Mountains National Park and recommendation for a great guide Endalk,We have just returned from a 3 week holiday in Ethiopia.  Without a doubt one of the highlights was a 3 day walk we took in the Simien Mountains.  The scenery was spectacular and beyond our expectations.  No wonder it is in many lists of...,5,October 2018
Simien Mountains National Park,Book with Bantihun,I went hiking for a couple of days. It’s an experience I can warmly recommend. If you book a tour contact Bantihun. He is very helpful. I enjoyed hiking with him. His email is bantihunwondimun@gmail.com.,5,November 2018
Simien Mountains National Park,Do not miss this,Spectacular sweeping views. This park is absolutely amazing and not to be missed. Sitting with the Gelada monkeys were a highlight but view after view of the mountains was never tiring. We loved it.,5,November 2018
Simien Mountains National Park,Extraordinary experience!,"I had never expected such amazing views (every step provided a different angle, with a superb landscape). Having the complete pack tour (which includes a guide, cook, scout, mules, etc) might be expensive but definitely worth it! I recommend Shiferaw (Shif) Asrat. He is really...",5,November 2018
Simien Mountains National Park,Simien Mountains with Simien Image,"We would definitely recommend everyone that visits Ethiopia to do a trip to the Simien mountains. All the viewpoints are absolutely stunning, but Immet Gogo was the best, so you should definitely pass by there! We did 3 days, 2 nights (camping @ Sankaber and...",5,November 2018
Simien Mountains National Park,Still Breath taking especially with good guide and best equipment,This was my second trek in Simien this year. Decided to do longer trek as felt we had missed out last time we came and this time we did a long trek and incorporated the lowlands which are stunning. The views are beautiful. Lots of...,5,November 2018
Simien Mountains National Park,Life Changing Trip,"I had an amazing time in the mountains. I highly recommend booking your tour through Teshe, you will not be disappointed. You will be camping through the night and hiking during the day. During the evening you will enjoy well prepared meals along with tea...",5,November 2018
Debre Berhan Selassie Church,Debre Birhan Selassie  Church is worth the visit to see the murals and paintings,This 17th century church has some of the best art in Ethiopia; the walls and ceiling are covered with religious themes - made especially for people at a time who could not read but were taught the religious teachings by viewing pictures.  It helps to...,4,October 2015
Debre Berhan Selassie Church,The oldest preserved church in Gondar,"When Mohammed the left handed ransacked Gondar, his troops surrounded this church in preparation for its destruction ad he destroyed all the other churches in Gondar and other places in Ethiopia. Local recount how a swarm of bees attacked the intruders and stopped them from...",5,October 2015
Debre Berhan Selassie Church,interesting inside snd out,"Nice church with active services and local people praying, although when we were there mainly in the gardens as the tourists obviously disturb the actual church.
Interesting internal paintings, we had a very good guide who explained the various paintings and other bits about being...",4,October 2015
Debre Berhan Selassie Church,"wall strength, roof paintings over 400 years","I discovered the church by my own walking 30 minutes ? from the center Gonder, it seems located in the outskirt of city. Many tourists took the famous celling pics, but I wonder rather took the huge  Lion shaped fence that could be seen from...",5,November 2014
Debre Berhan Selassie Church,Beautiful Church,The Ethiopian Orthodox Church is a unique and interesting intersection of old and new testament along with music and other factors. Seeing these churches is vital in seeing how religion grows in different regions. This historic church supposedly saved because of bees is one of...,5,September 2015
Debre Berhan Selassie Church,"The Church is impressive and configures the Arch of Noah, so not round but square","i liked the tranquil Setting and the rathe non hectic presentation. 
recommend, the ceiling inside has angels with Brown faces painted all over, interesting",5,September 2015
Debre Berhan Selassie Church,You have to see this place.,"Debre Berhan was founded by Emperor Zara Yaqob, in response to a miraculous light that was seen in the sky at the time. Believing this was a sign from God showing his approval for the death by stoning of a group of heretics 38 days...",5,November 2014
Debre Berhan Selassie Church,Beautiful paintings,Well worth the trip - the history of the place is fascinating and the fresco paintings inside are amazing. Its worth having a guide to highlight the local historical and biblical stories the paintings convey,5,February 2015
Debre Berhan Selassie Church,Really interesting,Although it's dark inside the paintings are well worth the visit. It's locked in time. It doesn't take long to see but worth it if you have time while in Gondar.,4,August 2015
Debre Berhan Selassie Church,Interesting pictures,"This 17th century church is the only one in the area that is saved from destruction. The church building is mostly European style, and the wall paintings inside represents some of the most beautiful Ethiopian church arts. Many eyes (angels) looking at you from every...",5,August 2015
Red Terror Martyrs Memorial Museum,Modern but a bit strange,"I haven't been there recently but I guess this type of place doesn't change so much. It is ok and rather new, and with a very easy to find location. The terrace and restaurant were nice. But If your time is limited, I would rather...",3,January 2015
Red Terror Martyrs Memorial Museum,"Tough to visit, get a personal guide",Nice museum that collects the horrors of the Derg in one location.  We had a personal guide who was a prisoner during this time that explained many of the events from a personal point of view.  One very tough room to visit.  Small and you...,5,March 2015
Red Terror Martyrs Memorial Museum,Tough history.,It's a holocaust museum. Interesting if depressing recent history. A room ful of skulls might scare children.,3,March 2015
Red Terror Martyrs Memorial Museum,Nice Restaurant,"I like the location most, the restaurant is not international standard but good enough for local dining. Both the cafe and restaurant are kind of mixed together, the food is good, sometimes the service gets lazy still i keep going there because it is better...",4,February 2015
Red Terror Martyrs Memorial Museum,OK to get the picture,Small museum about the Derg and Imperial regimes... Few pictures and some striking skeletons of martyrs...,3,March 2015
Red Terror Martyrs Memorial Museum,best tour guide ever,"a great place to find out about the political history of Ethiopia.  the museum is small, but powerful and our guide was amazing - he was held prisoner for 8 years and had many stories to share.  Reminded me of the Holocaust museum in D.C,...",5,March 2015
Red Terror Martyrs Memorial Museum,Definitely worth it,"This great museum is located by confusion square, and you should visit. It tells the story about the Red Terror in a easy to understand kind of fashion, and is well informative and has a clean environment. It is free, but you should donate to...",5,March 2015
Red Terror Martyrs Memorial Museum,Must see if first time visitor to Ethiopia,Key thing is this museum is small but very informative.  To get the most out of your visit (admission is free) go with a guide as there is not much written in English at the exhibits.  Most of the exhibits are photos from the time...,4,March 2015
Red Terror Martyrs Memorial Museum,I visited in March of 2014....,I was to leave after 3 months stay with my extended family.  This history seemed to always be in the background of my visit since some of us had experienced arrest but Thankfull none of us murdered by the Dirge.  I don't know if I...,5,April 2014
Red Terror Martyrs Memorial Museum,A must see to understand Ethiopian recent past,Very powerful experience.  Not for the faint-hearted. It depicts the Red Terror in detail and remembers all those who died senselessly during those difficult times.  It is still a very recent past.  Entrance is free and it is definitely worth it to accept the guide...,5,December 2014
Ethnological Museum,Best museum in Ethiopia - even for not museum-fans,"It was really a great surprise to discover this museum in the rainy day in Addis. Actually it is surprisingly good to find such museum in Ethiopia at all. Museum is just great - very well decorated, you can get all the information in English...",5,August 2012
Ethnological Museum,Great exhibition and concept,"An astonishing well concepted exhibition, where you can follow indegenous peoples´ life from cradle to grave.",4,December 2011
Ethnological Museum,Worth a Visit,"Nestled near the back of the University of Addis Ababa campus, this museum provides a great deal of information about the many cultures of Ethiopia. Be prepared for lots of reading and some oddly lit rooms. Still great to walk around and stick around the...",3,October 2012
Ethnological Museum,Cultural touring,"very interesting to learn all about the tribal groups thousands of years ago. It really helped to have our guide Melkomu from Dinknesh Tours , so knowledgable and easy to understand, he made our stay the best!!!",5,October 2012
Ethnological Museum,Informative museum - A place fit for Negus!,"While the exhibit is interesting enough, and gives a fairly pedagogical introduction to various aspect of Ethiopian anthropology - personally, I came mainly for emotional reasons, having long wished to see RasTafari's Coronation Palace. I'd say, both the historical and ethnographic aspects of the place...",5,October 2012
Ethnological Museum,Worth a short stop,"The ethnological museum is worth a short stop.  If you have a chance, arrange for a guide to walk you through the museum as it will enhance your understanding of the different cultures.  The museum shop, while small, offers excellent choices and prices.",3,October 2012
Ethnological Museum,interesting but only ok,no enough explanation with the diplayed materials which was a pity. Same with the paintings & musical instruments upstairs,3,October 2012
Ethnological Museum,Misused Palace,The substance in the museum is great but the way it is placed and organized were wrong. I don't know whether they were trying to save on the electricity cost but the whole place looked horror temple. It is too dark and those darkness simply...,3,October 2012
Ethnological Museum,Dark and gloomy,"Really if I hadn't read the lonely planet's description of the place maybe I would have expected just what I found. 
Unfortunately, the place isn't well kept, and they don't bother to turn on the lights. The music exhibition which is supposed to be very...",3,September 2012
Ethnological Museum,"Great information, a good afternoon spent",A treasure trove of facts and information about Ethiopia's many cultures and ethnic groups. The artefacts themselves are slightly run of the mill but the information is invaluable if you're looking for a better understanding of Ethiopia.,4,September 2012
South Omo Research Centre Museum,Great place to learn some cultural history of Omo valley people,I enjoyed some peace and quiet away from the bussling town down the hill and to learn about the peoples of the Omo valley and their history. It's worth your time to drop by for an hour or two and get a feel for life...,5,November 2017
South Omo Research Centre Museum,Good place to know more about background of Omo tribes,"Great basic museum with interesting ethnographic info on the various tribes of the Valley, at the top of the hill",5,August 2017
South Omo Research Centre Museum,"First time in Jinka 1967-68.Worked with School buildings.
Bak Jan.2016.Met Nerere Dile who 67 was around 15 years .!!!!",Jinka 1967 smaĺ town. Fwe streets with a big market Place.Now a big townNerere Dile had School for his Ari People on sundays .He was one of few Aris going to regulare School. He became my Good friend!  To meet Jim 49 years låter!!☺ Göran,4,March 2017
South Omo Research Centre Museum,Good insight,I really enjoyed this museum - it has details about all of the tribes and some of the insights from woman are very interesting to read around marriage and getting old. There is a small shop where you can buy some tribe artifacts - I...,4,March 2017
South Omo Research Centre Museum,Fascinating research results on interview with tribal women,"This is a very attractive little museum in a great spot on top of the hill above Jinka, telling the story of the tribes.  What fascinated me most was the research panels - sponsored by a German group - revealing the results of recorded interviews...",4,February 2017
South Omo Research Centre Museum,A must stop for background on the Omo valley tribes,"We explored this museum prior to our visit to the tribal peoples of the area including the Mursi, Hamer, Karo, Bodi, and Dasenech. It was a well organized museum, which provided important insights into the people of the area. It gave us the necessary background...",5,January 2017
South Omo Research Centre Museum,relaxing settings,"You don't really go all the way to Jinka to see a museum, but it is for sure a nice location to escape the heat and rest for a couple of hours under the shady trees and with a nice view. The exhibition is small...",5,February 2017
South Omo Research Centre Museum,Excellent museum,We were so happy to find this little jewel museum. Very informative about Omo Valley tribes and their traditions. Fascinating informations about Omo Valley Women. If you go ask them to print it out for you. They will be happy to do so for a...,5,January 2017
South Omo Research Centre Museum,"Small museum, gives overall view about the tribes in the area","A small but informative museum about the life and tradition of the tribes . Exhibits and English information very nice displayed. Video about the bull jumping ceremony. Open 800-1730, 7 days , admission 4 US dlrs . Nice view from top of mountain on Jinka...",5,December 2016
South Omo Research Centre Museum,Great overview of tribes,"Good to get background info on  the tribes in the surrounding valley, worth the trip to go and visit.",4,July 2016
Holy Trinity Cathedral,Is HS really there??,"Some rasta believe that the tumb is fake because Haile Selassie isn't dead, he still alive. Anyway, the history of the church is full of mistery",5,January 2018
Holy Trinity Cathedral,Holy Trinity Cargedral,Entrance charges to Trinity Cathedral also called Kidist Selassie in Amharic  was 200 Birr and the cathedral built in 1941 is the largest and most magnificent of all Orthodox churches in Ethiopia. Shoes have to be removed before entering the magnificent Cathedral.The Tomb of  Haiele...,5,December 2017
Holy Trinity Cathedral,Beautiful church,Holy Trinity Cathedral is a beautiful church. It is a lovely example of the Ethiopian Orthodox Church. Worshipers were welcoming to tourists.,5,December 2017
Holy Trinity Cathedral,Addis Ababa Holy Trinity Cathedral,"Holy Trinity Cathedral (in Amharic Kidist Selassie) an Ethiopian Orthodox Church located in Addis Ababa, Ethiopia is a unique place that has religious, political and historical significance. Regular religious services are delivered, its also said that it was build during the end of Italian  occupation....",4,October 2017
Holy Trinity Cathedral,Another church,Interesting to see but if one is not a relogious person one does not need to spend too much time here.,3,January 2018
Holy Trinity Cathedral,Must Visit,"no words can explain enough how beautiful it is, I cannot recommend visiting enough - good tour guides that give detailed explanations .",5,January 2018
Holy Trinity Cathedral,Be sure to check out this sacred spot. ,"The graves of important Ethiopians, including Haile Selassie and his wife. Bells, overgrown trees give these grounds a haunting quality. Be sure to tip the people who appear to be watching over the spots. This is a bucket list spot to visit. Keep calm and...",5,August 2017
Holy Trinity Cathedral,Church with political history ,"Also know as the Haile Selassie church, the holy trinity cathedral is much more political with paintings of emperor Haile Selassie’s speech and their tombs interned within. The exterior has a cemetery dedicated to many political hero’s and includes a little plaque from S. Korea...",4,December 2017
Holy Trinity Cathedral,Very informative tour.,We had a very good tour guide and he took time to answer any questions we had. Interesting place and close to the National Museum.,5,December 2017
Holy Trinity Cathedral,Not worth the trip.,Avoid being sucked into paying $ 200 Birr for nothing.  The small museum or religious clothing is not worth it.  Not really worth a visit.  On the side there isa round building with lovely colors.,1,November 2017
Nechisar National Park,A taste of a mini Safari - don't go by car,"It was a nice day out but below my expectations for a Safari.
You will see some wildlife: zebras, antelopes, baboons, tic tic.
There are 2 options:
By road which is what we did. A very rough road that wasted most of the time driving...",3,July 2017
Nechisar National Park,A little taste of savannah,"Trip made during a weekend of june. Our lodge organised the trip and we took a boat to cross lake Chamo on an 1 hour and half trip, during which we had the chance to spot some hippos, crocodiles and different nice birds (even if...",4,June 2017
Nechisar National Park,The crododile market,"This trip is  interesting 
I joined a groupie in Paradise Lodge 
We went by boat and saw many zebra's
Anders Crocodiles  some  Hippo's
Anders lots of birds",5,March 2017
Nechisar National Park,Walking safari in this park,"Our group did a walking safari as part of excursion organized by Paradise Lodge.  We got on a boat, and crossed a lake and got to this location.

What I liked about:
Saw Tik Tik (Dik Dik), heard of Zebras, a giant gazelle, baboons, birds,...",3,March 2017
Nechisar National Park,Go via the lake!,"This was my second visit to the park. The first time we took the road from the entrance which pointed to the ""planes"" where the zebra and other animals were. We got to a stretch of the VERY rough road and turned the jeeps around...",4,February 2017
Nechisar National Park,"a best place for zebra, Hippo and crocodile","Nechisar National Park is one of the interesting national parks of Ethiopia, It is Located in east of Arba Minch Town, its 514 square kilometers of territory include the ""Bridge of God"" this bridge separate  Lake Abaya and chamo it is a best place to...",5,May 2016
Nechisar National Park,it's a long walk to see the zebras,Make sure you get a very early start from town to avoid the heat. It will take a long time to get here because the lake to cross is vast and the boats are slow. The hike is not terribly hard but the heat can...,4,January 2017
Nechisar National Park,Huge area includes many attractions ,"The park is very big and includes the Abaya and Chamo lake near the city of arbaminch ( 40 springs) . You can find great wildlife, many species of birds , crocodiles, hippopotamus, some types of monkeys and more . Take one of the tours...",4,December 2016
Nechisar National Park,More cows than zebra or antilope,"We made a hike through the park, but you really need some good shoes for this. Most of the trail we walked was scatterd with rocks varying from baseball to basketball size. Not a really relaxing walk. There are some zebra and antilope in the...",3,October 2016
Nechisar National Park,Interesting landscape,"Most of the reviews really like this park, but we must have visited at a bad moment.
The roads are very rough and you spend 2 hours getting to see 20 zebras. The grass had all been controlled burned so it looked like Armageddon. The...",3,October 2016
National Museum of Ethiopia,not bad,"in adds there's not many choices to visit... so national museum is a good place..... of course the most important reason is to see lucy.  and it's worth to see her..... anyway she's the first human in the world...
others can help you to understand...",4,March 2014
National Museum of Ethiopia,Quick pit stop through history ,We enjoyed the museum very much during our short stay in Addis. It is a tiny museum that can be done in about 20mins and of course you are only here for one reason - to see Lucy. The missing link in human evolution and...,3,None
National Museum of Ethiopia,Star attraction - Lucy,"The Museum is small but covers the longest span of history of the human race from the grandmother of the entire human race dating back to 3.3 million years ago, to the most recent developments in the country and continent.",5,January 2015
National Museum of Ethiopia,Bit old and dusty,Very interesting.  Saw Lucy.  But the place needs an update.  The exhibits are very old and dusty and the signs faded.,3,December 2014
National Museum of Ethiopia,Interesting experience,"The National Museum houses of incredible artifacts, but leaves you somewhat lost. I felt like items were somewhat organized, but did not appropriately tell the story they could have. Also, they make a big deal out of housing the remains of Lucy, yet there is...",4,January 2015
National Museum of Ethiopia,The Humanity museum,"It was beautiful meeting Lucy ! This is not just the national museum of Ethiopia, it's like walking through the shared past of Humans.",5,January 2015
National Museum of Ethiopia,Visit Lucy,Considering this museum holds one of the greatest archaeological finds in human history it is very understated. It is slightly sad that it can't get more funding to look after some of the exhibits better but it is well worth a visit. The second floor...,3,November 2014
National Museum of Ethiopia,National Museum,"The displays in this museum are kind of uneven in quality.  In the basement they have a very good series of displays of prehistoric fossils, including a nice display of 'Lucy' the upright walking humanoid who is probably one of our earliest ancestors.  The displays...",3,January 2015
National Museum of Ethiopia, interesting,"It was really interesting to meet Lucy. It's not a western-standard museum, you just have to keep in mind where you are. Outside were really cute huge turtles, the kids loved them. It's a must when you are around, not that big though, an hour...",3,None
National Museum of Ethiopia,"Very different from other museum, a must visit","The museum is not very big but packed with interesting exhibits, artefacts and informations on human evolution, including our 'ancestor' - Lucy and friends. It's a complex feeling standing there looking at bones aged 3.18millions years. Children might be more interested in the upper floor...",4,March 2014
Simien Mountains National Park,The beautiful Simiens - Ethiopia's highlight,"I spent a fantastic week in the Simien mountains with ethiopiaholidaytrek. The mountains are stunning and quite unlike any other mountains I have visited. Our guide, Fenta Angaw, was brilliant: he grew up around the mountains and knows them very well. We camped and it...",5,May 2016
Simien Mountains National Park,Fantastic 3 night 4 day trek in Simiens with Hike Ethiopia,"We did a 3 night, 4 day trek in Simiens (Sankabar, Geech, Chenek then up Bwahit) over Ethiopian Easter and were truly impressed with the scenery and with the wildlife.  Having been in the Simiens by car last year I was interested to compare -...",5,April 2016
Simien Mountains National Park,A must-do during your trip in Ethiopia,"I had the chance to be part of a 4-day trip in the Simien Mountains. The trek was simply amazing and beautifully organised. The guide was fantastic! (His name is Dawit, he speaks English perfectly and he can organise visits and tours in the mountains...",5,April 2016
Simien Mountains National Park,Gelada Baboons...but prepare for altitude,"This trip was all about the Gelada Baboons. And this is the only place in the world you can see them. The group that was near my lodge was so used to people they moved about around us like we weren't there at all. 

My...",5,April 2016
Simien Mountains National Park,Great hike with  Sahlie Beza,"There is so much I could say about the Simiens, but I would not be able to find the words to describe just how stunning they are. The views are incredible and the massive 500 mt drops are terrifying... 

We were really lucky and saw...",5,March 2016
Simien Mountains National Park,Spellbinding landscapes and Gelada Baboon colonies!,"The Simien Mountains are a spectacular destination if you are visiting Ethiopia and yearn for some clean air and peace & quiet after braving the crowded marketplaces and streets of the larger cities and villages.

The main reason to go, besides trekking if you prefer...",5,April 2016
Simien Mountains National Park,Majestic Simien Tours,"Just finished a great Simiens trek. Lucky to have Melese Beza, a Simien Mountains local, to guide us again this year having made our first trip with him over four years ago. The guides and cooks made a great team and it’s good to see...",5,April 2016
Simien Mountains National Park,"Great guide, beautiful scenery","We did a three-day hike with Gashaw (simiengashu@gmail.com or gashawmisganaw79@gmail.com, +251918291514) and I would really recommend him! He arranged everything for us, and even managed to track down avocados for us to eat at the campsite each night! The food Gashaw arranged was delicious, and...",5,April 2016
Simien Mountains National Park,"YES! "" The Roof Of Africa""","Simien Mountains National Park, with its undulating plateau and deep valleys is often dubbed the Grand Canyon of Africa. The park is located in the North Gondar Zone of the Amhara National Regional State. It sits 870km from Addis Ababa in the mountain massif to...",4,April 2016
Simien Mountains National Park,Gentle Geladas,"Several hours of scenic drive from the city of Gondar, Ethiopia brings you to the Simien Mountains National Park.  Situated at an elevation of about 11,000ft these spectacular mountains are also home to numerous troops of Gelada Baboons.  Unlike the aggressive baboons in other parts...",4,February 2016
National Museum of Ethiopia,must see - but could be better,The displays need updating desperately -- and why is LUCY traveling in the USA for so long?  We recommend the Ethnographic Museum instead,3,None
National Museum of Ethiopia,Nothing special - would expect more from the National.,"It was very simplistically made, really i can not understand why, there is so much history to share. The explanations of what we were looking at were poor so most of the time we were just looking going Ohhh and Ahhhh but nothing more...",2,October 2012
