Destination Name,Review Head,Review Body,Rating,Date
National Museum of Ethiopia,Old but it has Lucy!,"The best part was seeing Lucy, and Salem was really cool too.  I did like seeing some of the old fashions, but it isn't really very exciting other than those two.
If you have time, stop in, but don't make it a destination.",3,January 2016
National Museum of Ethiopia,"Go and meet your ancestor, Lucy!","This museum was very well laid out and accessible. We had our own guide with us, but all the exhibits were clearly labelled with excellent explanations. Seeing Lucy in the country where she was found made the visit worthwhile by itself. A must-see attraction in...",5,January 2016
BlueSapphire Tours,"Amazing experience ,","It was never missed out from my mind. I was really Enjoyed and have a adventure with zemen I wish I could stay long!
#wildlife #birdewatching #parkinethiopia ,I definently highly recommend zemen and his company blue sapphire tours,",5,September 2019
Harar Museum,Interesting to history buffs,"This is a stop for most tour guides.  If your time in the city is limited I would skip it.  The exhibits are interesting, although a bit run down. But if you want to learn more about Harar history you will enjoy it",3,October 2016
Harar Museum,Dynamite comes in small packages,"Alem, our fantastic and friendly tour guide brought us to the private museum. She is popular and very knowledgable of the city and ensured that we never paid tourist prices for anything. We highly recommend her and she can be reached here: +251913907266

It was...",4,July 2016
Harar Museum,Not mind blowing but worth a visit,"It's a small museum but interesting to give you a glimpse of Harari culture.  There's not too much to see and the tour is quite short but interesting if you have the time.  I enjoyed visiting Ras Tafari's house, if for no other reason that...",4,May 2016
Harar Museum,Tiny museum - not much to see.,"Even though admission charge is only 30ETB, there is not a whole lot to see. I found the little model a bit useful in orientating myself in the walking tour around the walls.",3,April 2016
Harar Museum,The musuem exhibits the city's cultural and historical development,"This museum presents harar's historical and cultural artifacts. One can visit handicrafts, historical books, coins made by Hararies, and many more.",5,February 2016
Harar Museum,Great little musem.,We found this museum fascinating. It was full of artefacts not just from the Harar area but from all over Ethiopia and beyond.  The guide spoke excellent English and was full of information.,5,February 2016
Harar Museum,A slice of History,This private museum has an interesting and unusual collection of artefacts and manuscripts and gives an interesting insight into Harar's history as well as Ethiopia's muslim culture.,4,January 2016
Harar Museum,Lots to see here,"The guided tour of this misuem was well worth it, it brought Harar's history alive for me. Liked the Art Exhibition too.",4,December 2015
Harar Museum,Harar Museum,A good museum to better understand the significance of Harar.  The artifacts were of interest and our guide was very knowledgeable individual.,3,July 2015
Harar Museum,Impressive collection for such a place,"Definitely to be seen if you go to Harar. 
The owner has a nice collection of antiquities and you will get a good idea of the history of the place. 
However, the prices for the handycrafts are overrated...",4,March 2015
Rock-Hewn Churches of Lalibela,"Out of the way, but a must see","If you are planning to fly here, plan ahead because tickets sell out. It took two days by bus from Addis, and was absolutely worth the visit. For Ethiopian prices, it's a pricy entrance fee of 1,000 birr (about $50). The churches were very impressive....",5,February 2016
Rock-Hewn Churches of Lalibela,A unique must see adventure,"These amazing rock-hewn churches can be found only in Ethiopia I am sure. No one knows how they could have completed then in 14 years with only hand tools. They say ""The angels helped us!"" Worth the trip, my second time.",4,February 2016
Rock-Hewn Churches of Lalibela,Spend some time contemplating how there were built,"I think when you see these churches,  you have to constantly remind yourself that they were carved out of rock from the top down.  Truly a wonder.",5,February 2016
Rock-Hewn Churches of Lalibela,Probably the reason you are in Lalibela,"Of course you should see the churches, especially St George,  the most iconic of them all.  A marvel. Get a guide, it's worth the money to have someone narrate your experience.",5,February 2016
Rock-Hewn Churches of Lalibela,Iconic Lalibela,"St George must be the most photographed church in Lalibela, and for good reason. It is simply astounding. Make sure to be there late afternoon as it closes, to get a chance to photograph it from above without other tourists in the shot!",5,February 2016
Rock-Hewn Churches of Lalibela,Ethiopia's 'must do' destination,"Lalibela is on everyones list when visiting Lalibela, and so it should be. To understand Ethiopia and her history and people in any way, you need to see the churches of Lalibela. Try and make sure that you are there on a Sunday to get...",5,February 2016
Rock-Hewn Churches of Lalibela,Be prepared for an archaeological world wonder,The Beauty of rock and extraordinary historical setting will totally surprise any explorer who ventures here! Off the beaten track on the scale of world wonders though this place should be added on the list! Spent at least 2 days here and go early to...,5,March 2015
Rock-Hewn Churches of Lalibela,"St Georges festival, superb",We were in Ethiopia for Timkat but celebrated that in Axum. In Lalibela we saw the St Georges festival and it was equally good but fewer tourists. Fantastic to see all the clergy chanting in their colourful outfits.,5,January 2016
Rock-Hewn Churches of Lalibela,Stunning Ethiopia Tours,"My friend and I visited Ethiopia last October to the famous Omo valley cultural route with Stunning Ethiopia tours, the Omo valley in the southern tourist circuit of the country as we both are enthusiasts of culture and social interactions. Our trip was amazingly fabulous...",5,October 2015
Rock-Hewn Churches of Lalibela,A must go,"A very worthwhile visit. We only had one afternoon, but saw 6 churches/chapels carved out of big trenches. All were working churches, some more decorated than others. uneven floors covered in carpets and services are held there most mornings so visit in afternoon",4,February 2016
National Museum of Ethiopia,Worth a visit,"Meeting Lucy, the 3.2 million-year-old mother of humanity is priceless. One of the best attractions in Addis Ababa. Highly recommend.",5,August 2016
National Museum of Ethiopia,Very nice museum,Loved to see Lucy. A nice museum with clear explanations and good examples for African standards. Friendly staff.,3,December 2015
National Museum of Ethiopia,Very interesting museum,"Whilst appreciating you are in Africa, this is a fascinating museum and well worth a couple of hours visit. It gives an excellent insight into the rich history of both the people and the country that is Ethiopia. For anyone who has a penchant for...",4,October 2015
National Museum of Ethiopia,small be the best,"the museum is located in the central Addis Ababa. the building is a three story building and there are different type of attraction in it. cultural, historical,archaeological and religious artifacts display there",4,March 2016
National Museum of Ethiopia,"Visiting ""Lucy""","It was really impressive to see ""Lucy"", our ancestral, in person. The oldest skeleton of a woman whose specie probably all humanity came from. The museum is simple but incredible educative. We had a guide who accompanied us explaining many details about Etiopia. It was...",5,July 2016
National Museum of Ethiopia,Small but interesting museum,"The top are clearly the bones of Lucy and Ardi,  it is amazing and fascinating being in front of our grand-grand-grand-parents. And also the remains of prehistoric animals are interesting. In the other halls a glimpse of everyday life in countryside and some nice paintings...",3,August 2016
National Museum of Ethiopia,"""Not Only That...""","i was expecting this Museum is the place for that, all the people can understand what Ethiopia looks like, because as the name shows the national it means that about all the nations of Ethiopia of course it has some about the last emperor of...",2,September 2015
National Museum of Ethiopia,an average place to visit,"an average museum , the only thing of interest is the skeleton of Lucy which is one if the oldest skeletons found
i wouldn't visit the place just for the museum it deserves a stop in a trip for 15 minutes",3,July 2016
National Museum of Ethiopia,Lucy and other relatives of ours,"The museum could use a little refurbishing, but the paleonthology part is really interesting and very didactic.",4,July 2016
National Museum of Ethiopia,Lucy makes it worth the visit,There is an entry charge of 20 birr. The museum has four levels. Basement is for paleoanthropology and pre historic artifacts. Ground floor has 20th century archeological and historical heritage. First floor has traditional and modern arts of Ethiopia. The second floor has ethnographic collection....,4,August 2016
Ethnological Museum,You'll leave this place richer,As many places in this country this museum could be better regarding many aspects. We must be aware of the fact what Ethiopia has been trough and what difficulties country had and still has and we should  judge accordingly. One can not expect British Museum...,4,March 2014
Ethnological Museum,It could be better,"It’s an interesting museum to visit, although Ethiopia has great ethnological treasures and thus this museum should be more enriched. In any case, it worth a visit, if you are in Addis Ababa. No actual need for a guide there are EN signs. It’s located...",3,February 2014
Ethnological Museum,Museum visit,Very well organized and there was a guide accompanying all through the museum explaining everything. Very good way to feel the diversity of this country.,4,December 2013
Ethnological Museum,worth a visit,Non-standard museum layout with little on the ground floor other than a brief history of the palace and the entrance to the Institute of Language Studies Library. Upstairs displays aspects of Ethiopian life based on life cycle along with rooms originally belonging to Haile Selassie.,3,December 2013
Ethnological Museum,Worth  it  .,"you  dont  need  a  walking guide .

people  should  see  this museum at  beginning  and end  of  trip to addis.

one  of  best  museums in Africa.

would  get more  visitors  if  had  audio guide.",3,January 2014
Ethnological Museum,Great explanations,"Great explanations on the display.Fascinating photos and film of tribal Ethiopia including the African Jews resettled in Israel.
Early orthodox paintings",5,December 2013
Ethnological Museum,Give excellent insights into the differing cultures of Ethiopia,"Worth going to at beginning and end of your trip.  There's a lot to absorb on one visit, especially if you've only just arrived in the country and are not familiar with it.",4,October 2013
Ethnological Museum,Interesting but not overwhelming,Located in one of the University buildings on campus (virtually no signage indicating where it is) the museum is half contemporary cultural exhibits; half a display of Christian icons and cermonial crosses.  Reasonably well maintained.  Biggest disappointment is that there is ZERO hint Ethiopia existed...,3,November 2013
Ethnological Museum,Great collection with reasonable English interpretation,"I thoroughly enjoyed my time there ---a good overview to the cultural background of the different tribes. It is a hard task -- to show the cultureS in a coherent way. I think they mostly succeeded.

Had the small gift store taken credit cards I'd...",4,November 2013
Ethnological Museum,Several impressive collections,"I expected the archaeological exhibit and ""Lucy"" to be impressive but was also pleasantly
surprised with some wonderful sculptures.
The entrance fee was steep which is a shame for those who would be interested but felt it too costly,",4,November 2013
National Museum of Ethiopia,We got to see Lucy!,"There is a lot of history here and you should really take the time to read through each display- a lot of work has gone into them.  Obviously the best part is seeing the remains of Lucy, but there are great paintings, pottery, and carvings...",3,July 2015
National Museum of Ethiopia,It's a must see but don't waste too much time here.,"Pros: Cost is 50 Birr, lots of old artifacts, near center of city, in all a must see if coming to Addis Ababa.
Cons: Skeleton of Jane is not the actual skeleton. The whole museum can be seen in 30 min or less.  Has a...",3,May 2015
National Museum of Ethiopia,A Good Introduction to Ethiopia,"This is a small museum. I have rated it at a ""3"" because it would disappoint someone expecting the kind of museum that would be found in a wealthier country. However, it does give excellent value, and is an opportunity to learn about our earliest...",3,July 2015
National Museum of Ethiopia,Lucy is lovely,"This was a childhood dream to see Zinjanthropus. She was shorter than I thought she would be! A nice museum, and worth it to see her...",5,August 2014
National Museum of Ethiopia,A MUST SEE!!!!!!,"I was so speechless when I walked in to the National Museum! 
Unfortunately I went 30 minutes to closing, but I took advantage of the 30 minutes...even though I had to skim through everything I was able to see the museum!
From the bones of...",5,May 2015
National Museum of Ethiopia,There's more than Lucy here,"Yes, yes, Lucy is the reason you'll go, but there's lots more.  Take a look at the Afewerk Tekle paintings - amazing!",5,July 2015
National Museum of Ethiopia,Visit Lucy!,"Museum is so-so (but pretty good for a developing country) -- good mix of archaeological and ethnographic exhibits.  Of course, the highlight is the skeleton of Lucy (and the mandible of her even OLDER cousin -- Ardi!)  Interesting explanation of the beginnings of bipedalism.  Definitely...",3,September 2014
National Museum of Ethiopia,Prehistory exhibit well worth a visit,"Well worth a visit, Lucy is obviously star of the show, but also interesting to see Ardi (Link between Lucy and apes). Because of Lucy's fame the prehistory exhibit in the basement is in a far better condition than the rest of the museum, which...",4,July 2015
National Museum of Ethiopia,OK!,Decent enough. Bit musty. lucy was very interesting. There were loads of (well behaved) school kids there when I was visiting. I think they found me more interesting than the exhibits!,3,July 2015
National Museum of Ethiopia,Amazing rich history,"i made a point to visit this famous museum while i was in Addis on 10th July 2015 and it is so amazing. i saw Lucy (main event) the all other awesome things like the emperor's throne, their fabulous garments, the lion of judah, last...",5,July 2015
Simien Mountains National Park,Two-day Simien Mts. experience,"We only had 2 days to hike and explore the Simiens, and we were fortunate to find a local Dani Fikru to lead us and make our visit special. We hiked several trails where we saw local mountain cultures/peoples and numerous bird and mammal species....",5,May 2015
Simien Mountains National Park,Amazing,"Amazing landscape!! I had never seen anything like that. But beware of the heat. My guide asked some guys if they had spotted any Gelada Baboons around and down we were. Down, down, down the hill without any paths. And it was great to see...",4,January 2015
Simien Mountains National Park,Breathtaking,"If you're in Ethiopia, don't miss this place. I've trekked all around the world and the Simien Mountains stand out as the most beautiful place I've been. Breathtaking landscapes, up close animal encounters. We organized a 5 day trek with an independent guide, but longer...",5,December 2014
Simien Mountains National Park,An amazing experience in Simien mountains,"Invited by my French friends, I have had the chance to take 4 days trekking. Breath takeing scene, cliffs, beautiful walias, birds, the peace of mind you will get out of the nature, it was an incredible momerable one for me. I am for the...",5,February 2015
Simien Mountains National Park,Take the time for Simien National Park trekking,"Beautiful Trek. We used ETAD: http://www.ethiopiantraveladventures.com/ and it was a wonderful experience. Tegistu will organize your trip and it will be fantastic. We hiked during the dry season. The crew did a fantastic job with our camps, cooking, getting our gear where we needed it,...",5,February 2015
Simien Mountains National Park,EUT 2014,It was interesting trip you need to have a very good warm clothes and comfortable shoes you need to go with tour company .,5,December 2014
Simien Mountains National Park,"Incredible experience with an incredible tour guide, Dezy!","I travelled with a friend of mine and we had a fantastic trip to both the Simien mountains and the Danakil Depression organised by Dezy from Simien Mountains Ethiopia (who work alongside ETT). 

Dezy organised our trip seamlessly having been a tour guide in Ethiopia...",5,May 2015
Simien Mountains National Park,Tour to the Simien Mountains and beyond,After staying in Addis Ababa for a few days we wanted to take a trip out to the Simien Mountains. Rosa and her team at Karibu Tours (kaett.com - based in Addis) were incredibly accommodating to our requests and adapted a number of itineraries until...,5,May 2015
Simien Mountains National Park,Amazing scenery!,"Trekking through these mountains is likely one of the most expensive things you will do in Ethiopia... But it's worth it if you have a good guide and take your time! The four days is worth it, as you'll be able to see all the...",5,June 2015
Simien Mountains National Park,You will be in the best hands with Dereje Gedamu!,"The Simiens are breathtaking. The views, the people, the wildlife... it will be an experience you will never forget. 

What made our trip truly unforgettable was being in the care of Dereje ""David"" Gedamu. He came as a personal recommendation by a previous traveler. 

David...",5,May 2015
National Museum of Ethiopia,Interesting but could do with modernising.,"The National Museum walks you through the history of humankind. However, it can be rather dry and would benefit from some interactive displays etc. Interesting but for us the Ethnographic Museum has the edge.",4,October 2016
National Museum of Ethiopia,Would be a mistake to expect more quality/professionalism in a poor (developing) country.,"Many if not most foreign visitors to this museum are likely to be disappointed. The displays are distinctly the work of amateurs, including the lighting, which is poor throughout.. However, considering that the country is not particularly prosperous, I'd say we should accept what we...",3,October 2016
National Museum of Ethiopia,Must visit place in Addis,The self tour aspect is helpful as it makes it easy to do the visit at your own pace. Keep toilets cleaner please!,5,October 2016
National Museum of Ethiopia,Worth Visiting (but lower your expectations),"I have mixed feelings about the Museum. Because it's the National Museum & home to the famous, ""Lucy"" I still recommend tourists to visit. It's only 10 birr (approx 50 cents USD) to enter so it's great for the frugal traveler too. 

But the museum...",3,August 2016
National Museum of Ethiopia,"Great, if in the area.","For those that are interested in how we as humans evolved, this is a must.  The building is in need of some TLC, but the exhibits are still well kept.  I'm attaching some pics for your viewing pleasure.",4,November 2015
National Museum of Ethiopia,human civilization,most interesting museum chronology of evolution of man most interesting as includes Lucy. The rest of the museum is rather dusty and the artifacts do not appear to be well cared for the visit is really worth while,4,September 2016
National Museum of Ethiopia,Def worthwhile,"We enjoyed this although I kept wondering if everything is preserved and protected as much as it deserves! The main attraction is Lucy - if you aren't familiar, read up. Many other interesting displays as well (though some info signs appear dated). A definite must...",5,October 2016
National Museum of Ethiopia,Very Interesting,Went with a group of friends to see Lucy. It's smaller than I thought it would be. It was overall enjoyable. I will take other with me when I go back to Addis.,4,October 2016
National Museum of Ethiopia,The best place to visit in Addis Ababa,We visited the National Museum with my friends including an Ethiopian who had never visited the Museum despite having lived in Addis for over 3 decades. The museum is welcoming and  located within an accessible location to all visitors to Addis (am sure). It is...,4,October 2016
National Museum of Ethiopia,And aunt Lucy is down there. ,"My major intention was just to see her with my own eyes. She was lying in the basement floor with her friend ""Ardi"". 

The museum looked a bit old. 

I'm not sure how much it was for the ticket since the tour guide took care...",4,October 2016
Rock-Hewn Churches of Lalibela,"The 8 wonder of the world ,Stone talk a lot.","Lalibela The last stop will be in the route is Lalibela ,642 km from Addis Ababa ,with good hotels and with daily flights by Ethiopian Airlines.Though not much more than a village now.Lalibela is internationally –renowned for its rock-hewn churches which are sometimes called the...",5,November 2014
Rock-Hewn Churches of Lalibela,Among the Believers...,"At predawn, the remarkable hewn churches of Lalibela are alive with worship - liturgies that bridge early Christianity with its ancient Judaic roots. St. Paul would have been comfortable praying here. Perhaps Jesus as well. Do not leave your guide to chance. Personally, I enthusiastically...",5,September 2015
Rock-Hewn Churches of Lalibela,Great Experience - Great Guide!,"I just returned from a 10 day trip in Ethiopia, 2.5 days of which were spent in Lalibela.  I had an incredible experience exploring the churches, particularly because my guide - Kassa Zemene - was great.  He was knowledgeable and professional, welcome qualities since I...",5,September 2015
Rock-Hewn Churches of Lalibela,Astonishing architecture and gorgeous nature that will take your breath away @ Lalibela,"Me and my friends travelled to Ethiopia for business meeting for 4 weeks, starting from late May this year at the end we add 7 days more to visit the famous Lalibela church with HTT (Hassen tour and travel), every moment we spent in Ethiopia...",4,May 2015
Rock-Hewn Churches of Lalibela,Brilliant,"Best of all the churches, worth the walk as all the others have some support structure, a must see in Lalibela",5,August 2015
Rock-Hewn Churches of Lalibela,World's top destination,"One of the most extraordinary places I have ever visited. I visited during the day of Mary and was indeed worthwhile. To see these 11 churches carved inside and outside from a solid rock makes us feel so small... 
Minus: absurdly expensive (55USD/person) for non...",5,November 2014
Rock-Hewn Churches of Lalibela,Highlight of 4 city tour of northern Ethiopia with guide Temesgen Bitewlign,The Church of St. George (Biete Ghiorgis) is the most impressive of Lalibela's 11 rock-hewn churches. It's symmetric architecture is awe-inspiring as you walk down towards the entrance. I was amazed by the amount of detail work chiseled into the exterior. While the interior wasn't...,5,July 2015
Rock-Hewn Churches of Lalibela,Breathtaking  views,Fantastic! Out of the world experience! breathtaking views! And it is worth to visit there. A must-visit place!,4,May 2015
Rock-Hewn Churches of Lalibela,Most beautiful exterior of all the churches,The best church of Lalibela in terms of outside structure especially. Being there early morning visit will allow you to get the best pictures with the sunrise. You might also be lucky enough to meet the small grey monkeys wandering in the bushes around the...,5,August 2015
Rock-Hewn Churches of Lalibela,Amazing sites well preserved,"For those who have a minimum amount of time to visit those churches, be aware that there are 3 different clusters of churches not too far from each other, I would recommend you to do the visit on 2 different days to enjoy it even...",5,August 2015
Ethnological Museum,One of the best museums I've gone to,"Great museum.  Google maps says there are two. I walked to the other node. While I don't regret it, I could've saved 3 hours and gone straight to the uni and saw it from the nat museum. Must see. Great exhibits.",5,February 2016
Ethnological Museum,"Terrific museum, not to be missed","Located on the grounds of Addis Ababa University, this museum offers a great background for learning about Ethiopian culture and history.  Taking the visitor from on a journey from birth to death, all aspects of Ethiopian traditions are covered.  Lots of artifacts clearly presented with...",5,January 2016
Ethnological Museum,Get a real insight into Ethiopian life,"Set in the former palace of Haile Selassie, and in the grounds of Addis Ababa' s university, this well-presented museum tells the story of Ethiopians from birth to after death. A visit here gives a real understanding of Ethiopia and her people. I'm so glad...",5,January 2016
Ethnological Museum,Fairly interesting,"Not easy to find, this museum! It's on the University Campus. That was a nice walk actually, seeing the students doing all the things students do the world over (including studying in the library). The museum is fairly small, with exhibits for each region of...",4,January 2016
Ethnological Museum,Possibly the best museum in Addis,"If you want a good idea of what to look for in. Your trip around Ethiopia, this museum presents an outstandingly good quality collection of cultural artefacts from many different Ethiopian cultures. They are all nicely displayed and it is not overpowering, although you do...",5,January 2016
