Destination Name,Review Head,Review Body,Rating,Date
Rock-Hewn Churches of Lalibela,Visit to Rock Hewn Churches,"Easy access to churches from Lilibela Town Center. $52.00 USC per person for entry to entire 11 church complex, (World Heritage Site). You will need to pick up a local guide in order to enter the site, a few extra ""Birr"" gets you someone to...",5,September 2019
Rock-Hewn Churches of Lalibela,Impressive and unexpected - 2 days 1 night,"Background: 2 guys in our 30s in Addis for a month, taking a weekend trip to Lalibela. 

I highly recommend you go with a guide if you're not Ethiopian/Orthodox. You will be walking among the local people going about their lives in the market, church,...",5,October 2019
Rock-Hewn Churches of Lalibela,One of the Best and economical tour guides in Lalibela to take you around the rock hewn churches!!,Lalibela has turned out as one of my favourite destinations that I have visited so far and thanks to Endayene or Endy (his name in short) who made my stay in Lalibela really comfortable and economic. I am a student and I was on a...,5,October 2019
Rock-Hewn Churches of Lalibela,Ethiopia Simien mountains and Lalibela trip,Just got back from an amazing trip to Ethiopia. A country that I have never thought I would visit. Africa is a continent that I haven’t been before and after stumbling upon this new website Design4utravel I realised that this agency has been organising tours...,5,September 2019
Rock-Hewn Churches of Lalibela,LIved up to my expectations,Did enjoy scrabbling around these churches - felt most welcome visiting them. They certainly were wonderful to view and explore.,5,September 2019
Rock-Hewn Churches of Lalibela,Churches of Lalibela,"The churche of Lalibela were amazing
Lalibela also has lots of beautiful views
People are very friendly
Highly recommended visit

My tourguide was excellent

WahtApp: +251918518807
Email: haftomgebreham@gmail.com",5,March 2019
Rock-Hewn Churches of Lalibela,Great tour of Lalibela churches with Henok,"We hired Henok to give us a day long tour of the rock hewn churches in Lalibela, and it was a great experience.  Very knowledgable, personable, and good English.  We especially appreciated the way he taught us about the differences between the historical accounts of...",5,October 2019
Rock-Hewn Churches of Lalibela,Different,"One of the better developed sites in the country. Nice pathways, guideways and comfortable to see. Nice views. The site is interesting, why would one build a church underground. Find out. More tourist developed than most other sites in the country but not many o...",4,October 2018
Rock-Hewn Churches of Lalibela,Must see!,"It is magic. Best time for a visit is in the afternoon. In the morning it is crowded... Tourists from France, England, US...",5,October 2018
Rock-Hewn Churches of Lalibela,The Main must see,"We went to this city just to see the charms of the churches, a fabulous place, a real must see
Among all the churches i liked Church of St. George the most. A real master work",5,March 2019
Rock-Hewn Churches of Lalibela,Incredible and miust be seen but...,The site of these rock hewn churches is one of the most  spectacular and rare evidence of Africa's historic civilizations. It is worth taking one of the local guides who will explain the history and engineering ( beyond that it was built by 'angels) but...,5,May 2019
Rock-Hewn Churches of Lalibela,Should be one of the 7 wonders of the world!!,Seen nearly all of the new 7 wonders of the world (just missing Christ the Redeemer) and the Rock Hewn Churches of Lalibela are as good or better than most!  Petra has nothing on these structures. I am frankly shocked that they aren't talked about...,5,August 2019
Rock-Hewn Churches of Lalibela,Incredible and awe inspiring for both faithful and secular visitors and lovers of history,"Absolutely remarkable. These man made attractions were literally carved out of the mountain in exquisite detail. Every wall is adorned with symbolic reliefs, inside and out. We’ve visited a few of these stone churches in other regions in Africa and the Middle East and these...",5,June 2019
Rock-Hewn Churches of Lalibela,Amazing ,"If you go to Lalibella, you have to go to visit the churches! Amazing arquitectura, it’s expensive 50$ but you can use your ticket for several days although with one day you can visit completely.

I recommend to go with a guide who explained everything...",5,July 2019
Rock-Hewn Churches of Lalibela,1 of wonder of the world,Amazing place to visit.Crown jewel of Ethiopian tourism. The highest of all worship place in Ethiopia.,5,July 2019
Rock-Hewn Churches of Lalibela,Visit to the three church clusters,"I went to the three different church clusters with my guide Mareg. As it was low season, we wandered around the complexes peacefully. 

The entire compound is smaller than you think, but nonetheless very impressive and mind boggling.

I can recommend a visit via Mareg:...",5,June 2019
Rock-Hewn Churches of Lalibela,Poor behavior of guide -- turn off of my day,"I can't agree with everyone more in that these churches are spectacular. everyone should see the.   Today however I witnessed very bad behavior by a guide,  July is off season and there are not many tourists here - this is great because you can see...",2,July 2019
Rock-Hewn Churches of Lalibela,"900 years active churches, tunel connected","Very very impressive.All are connected for safety. Each one have a certain day when all believers come early morning, white dresses, to ptey.",5,June 2019
Rock-Hewn Churches of Lalibela,This is why you are here,This is the reason you came - the churches are amazing and seeing the people worship a bonus. We came on a Sunday and it was spectacular to witness the chanting,5,June 2019
Rock-Hewn Churches of Lalibela,THE reson to visit Lalibela,"These churches are impressive.  Carved out of stone from the top down for the purposes of (so my guide said) avoid being seen at a distance by invaders.  These churches are THE reason tourists come here so, depending on the season, getting a nice pic...",5,May 2019
Rock-Hewn Churches of Lalibela,Amazing group of churches,"Going to Lalibela is very interesting. The amazing group of carved churches, that are active up to know with religious services is a wonderful experience!",5,June 2019
Rock-Hewn Churches of Lalibela,Truly unique,"As a UNESCO World Heritage site, you already know it's going to be something special.  To see the 11 hand carved monolithic churches in person is simply incredible.  Wear comfortable shoes, lots of walking, but ones that you can take off easily as you cannot...",5,May 2019
Rock-Hewn Churches of Lalibela,Incredibly inspiring of epic proportions!,These rock churches have been on the top of my bucket list and they were nothing short of astounding.  Very blessed to be there on the Feast Day of St. Gabriel.  Holy and sacred and so well preserved.,5,March 2019
Rock-Hewn Churches of Lalibela,Travel to Ethiopia ,"Lalibela Rock Hewn Churches 

At a road distance of 682 km north of Addis Ababa, Lalibela is a small town at ± 2,600masl with an exclusively Christian population of about 20,000, famous rock-hewn churches, referred to as biete, bete or bet, meaning ""house"". Ethiopia's second...",5,June 2019
Rock-Hewn Churches of Lalibela,Amazing churches and great guide,We don’t normally use a guide but I would really recommend you do here as there is much to learn and also lots of passageways and things you’d miss otherwise. We used a guide called Kassahun (tel. +251 98 525 9442) who really made our...,5,April 2019
Rock-Hewn Churches of Lalibela,The reason you're in Lalibela,"Don't miss these sites, even though a couple now have UNESCO coverings on them, which does decrease from the mystery a little. Extraordinary, words and pictures don't do them justice",5,May 2019
Rock-Hewn Churches of Lalibela,So many churches - otherwise 5 stars,There are sooo many churches of these churches in Lalibela - otherwise 5 stars. I did them all in one afternoon but it was heavy stuff and I did not check all the details. I was without guide but listened several guides on those churches...,4,April 2019
Rock-Hewn Churches of Lalibela,Awesome Experience But Make Sure You are Physically Fit,"I am glad that I took the time to visit this treasure of humanity. I had a great time. Some caution: Hire a guide. Have water with you. Expect to pay 50 Dollars in fees for the permit to access the churches. Most importantly, make...",5,April 2019
Rock-Hewn Churches of Lalibela,“A MARVEL of AFRICAN CIVILIZATION”,"There was a steep climb down to the entrance of this splendid church.
We saw most of the 11 stone cut churches, but this one [St George church]  was the most impressive. 

This area is a marvel of African civilization. The main place that I...",5,March 2019
Rock-Hewn Churches of Lalibela,Leul- Professional & Super guide for Lalibela,"We thoroughly enjoyed our tour in Lalibela with our English speaking guide Leul who we appreciated for his kindness and his erudition. He has a very thorough knowledge of the area, including history & architecture of the rock churches and capable to suggest different options...",5,November 2018
Rock-Hewn Churches of Lalibela,Like nothng you've seen,Standing near in and the rock hewn churches of Lalibela is something I will never forget.  I will not describe the feeling or the wonder of standing at this living monument as I cannot do it justice.  There are 11 churches carved from the massive...,5,March 2019
Rock-Hewn Churches of Lalibela,Historical tour ,"Rock-Hewn Churches, Lalibela
The 11 medieval monolithic cave churches of this 13th-century 'New Jerusalem' are situated in a mountainous region in the heart of Ethiopia near a traditional village with circular-shaped dwellings. Lalibela is a high place of Ethiopian Christianity, still today a place of...",5,April 2019
Rock-Hewn Churches of Lalibela,Lalibela churches tour,"I visited Lalibela in December 2018 and I was very lucky meeting Ayalew Abey, a wonderful local guide. He knows everything about Lalibela history. Not only about the churches but also about people and customs there.
I was travelling on my own and he was...",4,December 2018
Rock-Hewn Churches of Lalibela,The Phenomenal Churches of King Lalibela,"I thoroughly enjoyed visiting 11 amazing churches carved out of stone by King Lalibela. My guide was amazing not only for his in-depth knowledge of the history behind the churches, he also knew all the beat vantage points to capture stunning pictures. This was a...",5,April 2019
Rock-Hewn Churches of Lalibela,One of the wonders of the world,I have waited a long time to see this church and I was not disappointed. In a way it is difficult to appreciate all the churches equally in a short space of time as they are so marvellous and quit different. Take your time if...,5,March 2019
Rock-Hewn Churches of Lalibela,Worth the detour,Guide showed us round the northern churches.   Amazing feats of craft and each quite different. Definitely worth getting a guide,5,March 2019
Rock-Hewn Churches of Lalibela,Incredible,"A spectacular place! Absolutely worth visiting. Our guide was Enoch and he was brilliant - friendly, knowledgeable, spoke great English. He showed and told us so much in the short time we had available and at a competitive price. Really enjoyed our visit and felt...",5,March 2019
Rock-Hewn Churches of Lalibela,Lovely Lalibela,"Our visit to Lalibela was fantastic.  The 11th/12th Century churches are truly amazing. Our guide, Gashaw (gashawdemlia21@gmail.co) ,was a young, knowledgeable, tech-savy, kind man.  His English was excellent and his prices very competitive. We felt very safe with him as his driving skills are very,...",5,February 2019
Rock-Hewn Churches of Lalibela,Unbelievable ,"We had ‘Terry’ a fantastic guide. He made sure we had the best possible experience. 1st afternoon, missing most of the group tours and in the cool time of day a comprehensive tour and overview of the history. Early Next morning, again before group tours...",5,March 2019
Rock-Hewn Churches of Lalibela,Fantastic,Incredible and fantastic. For sure worth the UNESCO world heritage label. We visited the churches with a local guide: Ayalew (look under Lalibela Hidden Treasure Tour).,5,July 2018
Rock-Hewn Churches of Lalibela,Amazing place but get the right guide!,"The churches are great. Posting here is to make sure people be aware of this guide and avoiding him. Photos also attached but a bit blurry. 

I forgot his name, I think it’s something like Birhan or Brihan. This is his number +251 91 104...",4,March 2019
Rock-Hewn Churches of Lalibela,Fascinating and unique - get a guide to fully appreciate,"I visited Lalibela and the rock-hewn churches back in 2009, and again this March and I was amazed all over again. This time I was visiting with my family, including our baby and my parents. We spread out visiting the churches over two afternoons, and...",5,March 2019
Rock-Hewn Churches of Lalibela,Mindblowing,"During Genna (Ehtiopian Christmas) you're surely not the only visitor in Lalibela: tens of thousands of pilgrims visit the churches at this time of the year. That in itself is already intresting to watch. My guide, Fikre, told me you can distinguish 3 groups of...",5,January 2019
Rock-Hewn Churches of Lalibela,Very Impressive: a must see in Ethiopia !,"The various churches are very impressive to visit.
Be sure you have a knowledgable Tourguide with you ....

And take enough time to soak these wonders from 11th century in you.",5,March 2019
Rock-Hewn Churches of Lalibela,Unique and Awe Inspiring,The rock hewn churches of Lalibela are the major reason that I decided to visit Ethiopia. I was not disappointed with my decision. The churches are even more spectacular than I imagined.It is simply incredible to understand that these structures were essentially chiseled by hand...,5,February 2019
Rock-Hewn Churches of Lalibela,No Place Like Lalibela,"Astounding churches chiseled from ground level fifty feet down into the ground.  Imagine 40,000 people over 23 years with hand held chisels and small tools carving into solid rock to make churches.  Once they have the basic shape of the church, they must then cut...",5,March 2019
Rock-Hewn Churches of Lalibela,Amazing,"The churches are not cute by European standards, but the construction is the thing.  Cut out of rocks by hundreds of people in the 11th/12th centuries.  But how - even though explained by the guide - it still seems impossible.",4,March 2019
Rock-Hewn Churches of Lalibela,magic!,"Made in just one night by King Lalibela with the help of angels or chiseled out of the stone by hundreds of artists over 23 years. In any case, incredible!
A magical place where you can feel histor. You can visit all churches in on...",5,February 2019
Rock-Hewn Churches of Lalibela,You need to be fit to do all the churches,"This is the whole point of Lalibela. However, be warned there are 11 churches to tour. It's worth reading up a bit on them beforehand as the official guides are of varying quality. Some tell you the legends but not the history. Try spreading the...",5,February 2019
Rock-Hewn Churches of Lalibela,amazing,"Visit with the other churches be a good walker, ther is a lot of climbing and talking off of shoes. must cover shoulders for ladies or it is disrespectful for the priests.",5,February 2019
Rock-Hewn Churches of Lalibela,I never seen before ,The church is amazing all of roch chirich lalibela and also out of lalibela money chrich yimrhane kirstos chrich wondrfull land scape,5,February 2019
Rock-Hewn Churches of Lalibela,Breath taking !,"If you are planning to make your holiday to Ethiopia, Rockhewn Churches of Lalibela  are one of the most important attraction site that you have to see.",5,October 2018
Rock-Hewn Churches of Lalibela,Tour of the Rock Hewn Churches,"We enjoyed the history, architecture and symbolism of these amazing churches. We had recently been ill with malaria so found the steps and hiking more strenuous than on a previous visit. Nevertheless we managed and enjoyed it very much!",5,February 2019
Rock-Hewn Churches of Lalibela,Unbelievable experience with the BEST guide,"Visiting Lalibela and the breathtaking churches was the highlight of my two weeks in Northern Ethiopia. Our guide, Getaye Birku, made this part of our trip so special. He was amazing: so professional, kind, fun, and knowledgeable. He taught us so much about Lalibela and...",5,December 2018
Rock-Hewn Churches of Lalibela,The main reason for visiting Lalibela,"If you are in Lalibela, you will vfisit the amazing rock hewn churches.  Some of these are tough access, so wear comfortable shoes (which you will have to take off at each church), take water, (it is always hot and dusty), and above all remember...",5,January 2019
Rock-Hewn Churches of Lalibela,Next top 50 places to visit,"The Lalibela St George monolithic church is absolutely beautiful and so are the rest of the cluster of churches
This place now has an excellent lodge
Mezena Lodge!!
It will be top places to visit on all lists to come",5,February 2019
Rock-Hewn Churches of Lalibela,Wondeful.The only Must see sight in the country,"Wonderful rock temples.During the Christmas day is hectic.You have to take your shoes in a lot of places that are very dirty. The fees for videos and videocameras are ridicously expensive,while to take fotos is included in the entrance fee.",5,January 2019
Rock-Hewn Churches of Lalibela,I can't imagine the hard work involved in carving these churches,"If you can only visit one place in Ethiopia, make it Lalibela for its rock-hewn churches. And if you can make the visit coincide with Timkat, Ethiopian Epiphany and one of the biggest festivals in the country, it will be one of your best travel...",5,January 2019
Rock-Hewn Churches of Lalibela,Magnificent ,This was the main church I wanted to see and it did not disappoint. I went at Christmas time and it was so spiritual.  There were 100s of pilgrams surrounding the church which gave it even a more magical feel,5,December 2018
Rock-Hewn Churches of Lalibela,Incredible,"Yes, you should go. Yes you should hire a guide - however - hire one from your hotel and ensure to meet with them in advance.. it is a bit hit and miss, and a bad guide can ruin your experience. If you can, make...",5,December 2018
Rock-Hewn Churches of Lalibela,Unbelievable,"My expectations of rock hewn churches were laid to waste by the reality. 40,000 laborers worked for 23 years around 900 AD to complete this World Heritage Site miracle. Ten or eleven (one double) churches were literally carved out of rock and all are below...",5,February 2019
Rock-Hewn Churches of Lalibela,"Churches are interesting but badly kept, dirty but... 50$","The entry ticket of 50$ - which go directly in the pockets of the holy Ethiopian clergy - is a joke. The place is dirty, full of trash and populated by annoying touts.
When all these people begging for money would aim their effort at...",2,February 2019
Rock-Hewn Churches of Lalibela,Amazing,The two clusters of rock hewn churches in Lalibela are out of this world. We saw them over two days (which I would recommend) doing it on one day would be long and tireing. The clusters are linked so there is a preferred route which...,5,January 2019
Rock-Hewn Churches of Lalibela,must see when in Ethiopia,"Don't skip this place. Impressive even if you are not religious. With a good guide (Dasta) you can really bring this place alive. We spent 2 half days, really the minimum... most impressive was St George church and the lammergeier flying around.",5,December 2018
Rock-Hewn Churches of Lalibela,My reason for visiting Ethiopia ,"The wonderful churches of Lalibela was the reason why I came to Lalibela. All of them are nice, but Beta Gyorgis with a cross on top is breathtaking. The interiors are usually more simple but still very beautiful. I always wondered how people could climb...",5,January 2019
Rock-Hewn Churches of Lalibela,New Year Holiday ,"A magnificent holiday and the churches here are epic!! Highly recommend visiting this place, it was top of my trip in Ethiopia!",5,February 2019
Rock-Hewn Churches of Lalibela,Amazing,Great complex of churchs which the best is Church of Saint George. Walking indoor offer you an unique experience of hearing pray and seeing images of Jesus.,5,January 2019
Rock-Hewn Churches of Lalibela,One of a Kind,Must go place in Lallibela.  one of the Unesco sites. All the churches within nearby complexes... one entry fee for all . within short walks next to each other.  Best photo spot during sunset. Try to go early to avoid crowd.,5,January 2019
Rock-Hewn Churches of Lalibela,Amazing experience! ,I loved visiting the churches and had the best guide - Alex. His contract information is 251-92 262 7352.,5,November 2018
Rock-Hewn Churches of Lalibela,Expensive trip - don’t need to see 11,"You pay 50 dollars for your ticket to the churches which lasts 3 days.  You then have to get a guide, someone to mind your shoes and the tip - all adds up.  The churches are fantastic and thinking of how they were built really...",3,December 2018
Rock-Hewn Churches of Lalibela,Unique experience,"A very special place offering an unique experience, especially as it is still heavily used by locals and pilgrims. This does make it, however, feel a bit uncomfortable to walk through as a tourist. But if visiting Ethiopia, you shouldn't miss Lalibela.

I was guided...",4,January 2019
Rock-Hewn Churches of Lalibela,A do not miss in Lalibela,"This is one of the chief reasons to visit Lalibela and does not disappoint.  Even if you don’t see all the churches, make sure you visit some — most especially St. George which is the iconic photo often displayed in brochures about the town. The...",5,January 2019
Rock-Hewn Churches of Lalibela,Beautiful churches,St. George's and St. Mary's churches were my favorite of this cluster. St. Mary's has beautiful paintings inside and we were able to participate in a brief service while there. St. George's sitting deep inside the massive rock is incredible!,5,January 2019
Rock-Hewn Churches of Lalibela,Tour Guide Recommendation,"Getaye Birku (getaye.fine@gmail.com, +251 91 344 9555) is an awesome guide for these churches, which are definitely a must see! I would highly recommend him for the churches, and I believe he is certified as a guide for other places in the area as well....",5,December 2018
Rock-Hewn Churches of Lalibela,Extraordinary site comes at cost!,"It is well worth your while visiting the 11 medieval monolithic cave churches in Lalibela. Steeped in history, you marvel at the way the churches were carved out of the rock. However you need to be prepared for crowds of visitors and people/kids looking for money at...",4,January 2019
Rock-Hewn Churches of Lalibela,Highlight of our visit to Ethiopia,These churches are all hewn out of rock and the sheer scale of it is amazing. Many are inter-linked. We were able to see services taking place and see what an important role religion has for the people.,5,December 2018
Rock-Hewn Churches of Lalibela,Amazing,"The construction of these churches is mind-boggling! We visited all  of the eleven churches in Laibela, including when there was a ceremony with the faithful dressed in white. Well worth a visit!",5,November 2018
Rock-Hewn Churches of Lalibela,A must do in Ethiopia,"This was on our must do list for a short trip to Ethiopia and it did not disappoint. We visited over a weekend and seeing the Sunday mass was a highlight. Even in the high season, the numbers of visitors seemed very low. The priests,...",5,November 2018
Rock-Hewn Churches of Lalibela,Fabulous- amazing creations,Don’t miss the 11 monolithic churches hewn out of solid volcanic rock. They’re truly amazing and wonderful. We were lucky enough to visit just ahead of Ethiopia’s Christmas celebration. The masses of faithful Christians coming to pray and visit was a sight to see both...,5,January 2019
Rock-Hewn Churches of Lalibela,Out of this world,Busy at Christmas but such an amazing experience. Each church is different....and don’t miss the converted jail....!,5,January 2019
Rock-Hewn Churches of Lalibela,Wow,"An absolute must do in Lalibela.  The rock hewn churches are around 12th century and many are in excellent condition.  Each church is unique and no two are the same.  Definitely recommend a guide to get the most out of the day.
11 churches in...",5,January 2019
Rock-Hewn Churches of Lalibela,Awesome ,The churches are really spectacular and an absolute must if visiting Lalibela. There are 11 in total and are all beautiful.,5,December 2018
Rock-Hewn Churches of Lalibela,Dependable Guide for Lalibela Tour!,"Getaye Birku, getaye.fine@gmail.com, +251 91 344 9555.

Getaye was a great tour guide. He was recommended by some friends and we called him last minute to arrange a tour and he was very responsive. We hired him for a day but he wanted us to...",5,December 2018
Rock-Hewn Churches of Lalibela,Churches,Excellent place. Very interesting. Suggest to visit if you decide to travel to ethiopia. Definitelly a highlight.,5,November 2018
Rock-Hewn Churches of Lalibela,Amazing,Worth it! Incredible structures dug out of rock. Unlike any other churches we have yet to see in our travels.,5,December 2018
Rock-Hewn Churches of Lalibela,Amazing 3 days,"Noone can prepare you for theses churches. We visited all the churches, shoes off and talked with the priests in them. We learned about the services and the choir during the services. We were fortunate to visit on a Sunday so their holy sacred ancient...",5,November 2018
Rock-Hewn Churches of Lalibela,One of the Worlds Special Places,Lalibela was one of the reasons i wanted to travel to Ethiopia. There is a feel of Petra however its more spiritual AND unlike most of the worlds special places you will have the place to yourself. Its a maze and i would highly recommend...,5,December 2018
Rock-Hewn Churches of Lalibela,Unlike any other churches on Earth!,Truly amazing!  Be sure to have a guide to explain the history and architecture to you.  You will marvel at the construction of these churches!,5,December 2018
Rock-Hewn Churches of Lalibela,Simply beautiful,"A church carved out of a rock, built about 900 years ago, this church was the last project of king Lalibela. There are 11 churches and this is my favorite. Although other churches around have gone through some restoration, this one is fully preserved.",5,December 2018
Rock-Hewn Churches of Lalibela,Not as good as Petra but still a mystic impressive place ,Lalibela was on my bucket list for ages but I have to admit having been in Jordan seeing Petra this year as well - Lalibela was not that impressive . It is indeed a masterpiece and if you visit Ethiopia it is a must but...,3,December 2018
Rock-Hewn Churches of Lalibela,Incredible historic sights,"The rock churches of Lalibela were built by King Lalibela in the 13th century. They carved, from top to bottom monolithic and non-monolithic structures which are very beautiful and in good shape. Definitely worth the visit.",5,November 2018
Rock-Hewn Churches of Lalibela,Extraordinary feat of engineering,"These churches are amazing for their skill in design over 800 years ago and need to be loved, preserved and used - as they currently are.  So special.",4,November 2018
Rock-Hewn Churches of Lalibela,Amazing churches digged from the rock.,"Go there, it is unique, but choose your travel agent carefully: ours was Bale mountain tours, avoid that one who kept changing the program, forced us accepting a 3rd person during the tour, and changed the hotel as well for a less expensive one (for...",5,November 2018
Rock-Hewn Churches of Lalibela,An extraordinary experience,"We had a wonderful tour of the churches over two days. The highlight was when our guide, Getu (+251 96 751 8591 getu.lal@gmail.com) took us into Saint George's church before sunrise for a service. It was absolutely amazing, he showed us how to be respectful,...",5,December 2018
Rock-Hewn Churches of Lalibela,Step back in time. ,Incredible. My guides Happy (+251 91 1711967) & Temesgen (+251 91 3453596) were absolutely wonderful,5,November 2018
Rock-Hewn Churches of Lalibela,WOW a must sew,"This place is amazing. Definitely worth seeing. Our guide was outstanding Menber, and we were put onto him through the Red Rock Hotel which also wa Le a really great place to stay. 
You will need 1 day here to see it all - 12...",5,December 2018
Rock-Hewn Churches of Lalibela,Really enjoyed the guided tour of the churches,"Had a great tour of the churches, ending with Saint George's. We had a local guide, Yonas, who made the day magical.

Yonas knew all the passageways, doorways, and service times, and he kept the history stories entertaining as well. We really lucked out in...",5,November 2018
Rock-Hewn Churches of Lalibela,"Mysterious, fascinating ancient sanctuaries","Beautiful artisanship from more than a millennium ago!  Being down in the troughs and underground pathways which connect all the carved churches gives a feeling of mystery, while the ardent local worshipers and pilgrims gives the place a sense of living history; tradition continues from...",5,July 2018
Rock-Hewn Churches of Lalibela,Still atmospheric in spite of UNESCO,"I first visited the churches before UNESCO started erecting protective roofs over them. They're not all covered yet, but our guide indicated that that was the long-term plan. The roofs with their large steel supports detract from the magic and mystery of the place, but...",4,October 2018
Rock-Hewn Churches of Lalibela,Going home to my ancestry,"All of the information that our guide Alye
gave us was very informative. He went above and beyond his duties.",5,September 2018
Rock-Hewn Churches of Lalibela,Wonderful religious experience,"The rock-hewn churches are definitely worth a visit, even though the price to visit them are quite hefty - 50USD, but if you're in Lalibela - or even Ethiopia - what's 50USD to experience part of religious history? 

Try to time your visit for the...",5,September 2018
Rock-Hewn Churches of Lalibela,Amazing sites,This is THE reason to visit Lalibela. Bring good walking shoes and water.  Seeing all of the eleven churches is a full day.  Just be prepared to be harassed by vendors and young teens pretending to practice their English mixed with the “ I need...,5,October 2018
Rock-Hewn Churches of Lalibela,Weekend in Abyssinia,"Amazing place, definitely a world wonder. The people are also very nice and honest, a unique and special place.",5,October 2018
Rock-Hewn Churches of Lalibela,Lots to learn,There is some interesting history. Ethiopians are 4th century Christian coverts.  There is no record of their building. There are no stone rubble piles known to exist. They  are single story structures with very high ceilings.,4,May 2018
Rock-Hewn Churches of Lalibela,Must visit,"That was one of the most outstanding experience to see these famous churches with own eyes. There are 11 churches, and every one is unique. And of course, cross-shape church is a jewel among all.",5,September 2018
Rock-Hewn Churches of Lalibela,Not All Churches are Create Equal,"While there are 10 churches, only 9 are open for viewing currently. That said, I don't feel like I missed much.  There are 3 or 4 churches that are particularly worth seeing, but since you can cover all of them easily in a half-day of...",5,October 2018
Rock-Hewn Churches of Lalibela,Stunning,A beautiful cross-shaped rock-hewn church one should definitely put on one's list of places to visit in a life time.,5,October 2018
Rock-Hewn Churches of Lalibela,"‘’OUT OF THIS WORLD, AMAZING ‘’",We visited the 1st and 2nd cluster of churches in 2 different days.  We visited St. George 4 times for different views with the sun.  It is unbelievable how these churches were built from the top down and out of a piece of solid rock....,5,October 2018
Rock-Hewn Churches of Lalibela,Mind blowing site and humbling act of faith,There are no words to describe the Lalibela churches. Someone described it as the eigth wonder of the the world and I agree. This living heritage site is well worth a visit to Ethiopia in itself. The churches are beautiful but the act of faith...,5,October 2018
Rock-Hewn Churches of Lalibela,just WOW,"try to be there early!
sometimes services are still ongoing with believers flooding the parvis. The 50 US$ fee is heavy, if you don t want to pay it don t go there.",5,September 2018
Rock-Hewn Churches of Lalibela,Stunning,"My daughter and i visited the underground and cave churches of Lalibela. We were mesmerised, almost like going back to ancient times. Lalibela’s altitude is more than 2000m above sea level so be prepared to acclimatise if you have problems with high altitudes. We had...",5,April 2018
Rock-Hewn Churches of Lalibela,Fantastic,This is obviously a must see attraction and it really does live I up to expectations. I would recommend splitting the churches into two groups offer two days,5,June 2018
Rock-Hewn Churches of Lalibela,ve amazed,"astounding rock-hew churches which will assault your imagination, still in use a millennium later, not for the faint of heart, rugged climbing and walking through fascinating crags, tunnels, and narrow slits of granite but well-worth the while",5,June 2018
Rock-Hewn Churches of Lalibela,So interesting ,My first time seeing temples or churches that are carved into rock vs. Built up from the ground. Such an Intersting architecture.,5,May 2018
Rock-Hewn Churches of Lalibela,Marvellous religious site,"Absolutely magnificent archeological site.
A must visit for a couple of days. Every single church is outstanding",5,March 2018
Rock-Hewn Churches of Lalibela,Worth the trip - Unique in the world,"My wife and I flew in from Abu Dhabi, through Addis Ababa. After reading other reviews, we were lucky that one of the most popular guides was available on these days (2-3 days are enough). Ayalew Setegn picked us from the airport, showed us the...",5,June 2018
Rock-Hewn Churches of Lalibela,Worth the trip,"Since we had been to Ellora and Ajanta in India, we were very keen to see teh rock-hewn churches of Lalibela. While not as large or impressive as Kailasanatha, these were impressive in their own right, especially since they are still in use with traditions...",4,May 2018
Rock-Hewn Churches of Lalibela,Amazing. ,Beyond incredible. An unforgettable place of living history and religious devotion.  Go early in the morning by 6 am to see the pilgrims crowding the church of St. George. And don’t miss the mummy to the left of the entrance!,5,May 2018
