Destination Name,Review Head,Review Body,Rating,Date
Entoto Maryam Church,Much History,The church on Entoto Hill is an orthodox church and it has many artefacts on display.  There is a guide to show you around and explain the significance of what is on display,4,August 2017
Entoto Maryam Church,Worth it - buy the tour,"Initially, I just wanted to walk around on my own, but agreed to spring for the tour (200 birr - roughly $8 per person), and I'm glad I did. The guide was knowledgeable and pleasant, and he patiently answered our questions. 

I was also interested...",5,October 2017
Entoto Maryam Church,colourfull church,"this church is of historical significance, but it looks like they are not encouraging visitors. when i went there , i couldnt get in. the church is open only on sundays . so if you are visiting on any other day, better avoid this place",3,August 2017
Entoto Maryam Church,A big historical church,A big hitorical orthodox church has a big court and old building with a big terrace that the pop stands there and tell his lecture. It also has shrine people vitit it. Creastians their cover their heads with a white cover (scarf).,4,August 2017
Entoto Maryam Church,unfriendly,People who live around this church were not helpful. It was not possible to see inside.  There was no restroom facility.,3,February 2017
Entoto Maryam Church,Luckily hit a celebration day,"It was a fascinating pleasure to arrive at this church during the atmosphere of a religious celebration, to see the local community and the hear the gathered crowd´s ululations in response to the priest´s sermon. We could not enter, and didn´t go into the museum,...",4,June 2017
Entoto Maryam Church,If you have time...,Due to flight back to Brazil I had to stay 2 1/2 days in Addis Abeba! One day would be enough! The is a goos visit to hello spend to the time!!!,3,June 2017
Entoto Maryam Church,So colorful!,Atop Entoto is this Church.  The first thing you'll notice is the bright colors of the Church.  Go inside and see the holy site and check out the view from behind.,4,August 2016
Entoto Maryam Church,A very holy place of little interest to the uninitated,"This church which is dedicated to St. Mary is not accessible except to the 7 holy priests that maintain a pure life style. From the outside the building is not inspiring, and although it is considered extremely holy to the Ethiopian Christian community, if you...",2,May 2017
Entoto Maryam Church,Entoto Hill View,I think it has some sentimental value to the country. Though couldn't firgure out where or which one was the old palace.,4,May 2017
Entoto Maryam Church,very expensive for foreigners,"we drove up the hill to see the church, palace and the area, but in the end we did not go in because the entrance fees for foreigners are very high (200 birr).  I could not believe that this could be worth it (we were...",2,May 2017
Entoto Maryam Church,Mental satisfaction,This is one of the best places in Addis Ababa for mind relaxation.  especially for those who wanted quite place for relaxation.,5,June 2016
Entoto Maryam Church,the summary of addis story,"The most important there is the museum which summarise the story of addis and éthiopia but you must be accompanied with the guide who explain the story of everything there an impressive method.
The Menelik house is also a place to  visit.",4,April 2017
Entoto Maryam Church,Somewhere to visit in Addis Ababa,I went to this place with my dad and few friends. It is located on a very higher hill or mountain. The view from this place is just unbelievable.,5,August 2016
Entoto Maryam Church,Praise God,"This is an octagon shaped building on the top of a hill over 2500 meter above sea level. There are people kissing gates,wall,crosses,base of religious person/symbols. There are holy men (priest). Many school groups dressed in traditional white cotton dresses. They are beautiful.  Several building...",5,March 2017
Entoto Maryam Church,Beautiful,I loved visiting Entoto Mountain!  The church is so beautiful in all of its color...hire a tour guide to soak up more information about the grounds.  Well worth a stop!,5,March 2017
Entoto Maryam Church,City Tour Addis,"Nice and quiet place to visit, with the church, the museum and the Imperial Palace. Also a nice view over the city.",4,February 2017
Entoto Maryam Church,"Museum is bad, church is closed, but the view is nice","No english signs in the museum, very few items on display and a local guide who speaks some language we could not understand, but seem to have some english words. They charge 100 per person, which is a joke for what you can see. The...",2,March 2017
Entoto Maryam Church,One of best places to see in Addis Abeba,"Apart from the best views from the top of Entoto Mountain, you can visit this church on the hill and the museum associated with.",5,September 2016
Entoto Maryam Church,Entoto Maryam Church is tourism wise  quite average.,"Though the church is tourism wise average, it is quite popular with the locals.The view  and the climb on the Entoto Hill is interesting.The accompanying museum is avoidable, so also the ancient palace of past Abyssinian ruler.",3,December 2016
Entoto Maryam Church,Good visit,If will go the Church if you go to Entoto Hill. King Melenki's humble abode is on display here. View from up top is excellent,4,January 2017
Entoto Maryam Church,interesting !,"very interesting to listen to the music and visit. you cannot enter the church but there is a ""small"" museum next door that is instructive.",5,December 2016
Entoto Maryam Church,At the highest point of Adis.,Lovely drive to the top of Adis. A must visit place for first timer in Adis. Nothing much of historical to see but a good activity in sunny cold day,4,November 2016
Entoto Maryam Church,Heart Wrenching AND Heart-warming,"This church is at the top of Entoto Hill...the area is home to some of Addis' most unfortunate...mostly people with HIV and mental illness. While being careful to be respectful of the residents, you get a feel for the truly generous and caring nature of...",5,November 2016
Entoto Maryam Church,It is a nice place to visit while visiting Entoto Hills,"The Entoto Maryam church is located in the Entoto Hills, one must plan it together, there is one more church located about 2 km further which may be visited. The Palace of King Menelik is also collocated with this church. One can visit both for...",5,October 2016
Entoto Maryam Church,worth a visit...,"... if you spend some days in Addis, you should go there. 
If you visit the Amharian highland (Lalibella, Bahir Dar, Gondar...) then you would not miss it. 
Entoto is only a short escape-trip von Addis Abeba's hectic city-life.",4,August 2016
Entoto Maryam Church,$5 for a prayer,"I have refused to pay not because of the amount but out of principle. I have travelled  to 120 countries around the world, never payed to enter the church. I would happily donate those money to support the church but the manner in which the...",1,August 2016
Entoto Maryam Church,Great view of addis,To see a beautiful view  addis I recommend to go to entoto mountain but the museum is a little bit out of space and you cant even take a camera or cell phone with you there is also what is supposed to be the palace...,5,July 2016
Entoto Maryam Church,Drive up makes the visit worth it,"We had a guide take us up the hill to the church. There is a small museum, which is somewhat interesting, but a bit depressing seeing how such historical items are displayed. 
It is a local church, and we weren't able to go inside, but...",3,March 2016
Entoto Maryam Church,great experience,It is nice as a tourist to go to a place that is mainly for locals. Even the museum palace behind is definitely worth seeing but it is best to go with a guide to explain  what you are seeing,4,April 2016
Entoto Maryam Church,Access into the Church would have been better?,"Probably this is the custom, but we have been used to Churches which are always open for public, in majority of the countries.  Entoto Maryam Church was closed when I visited, on equiry found that opens only during the prayer timings!  '

Coulourful exerior, really...",3,March 2016
Entoto Maryam Church,Enjoyable,"We enjoyed our two hour or so wondering around the colourful wooden church. In small anti rooms dotted around we could hear the priest (?) chanting loudly, screaming and other odd noises from the 10 or so people crowded into the small rooms. Not sure...",4,December 2015
Entoto Maryam Church,Entoto / the village above the city,"A very nice excursion to the top of Addis, Entoto Hill. The museum nearby presents a good overview of Ethiopian religious artefacts and some historic documents. The surrounding is ideal to observe local way of life, so different from the urban crowds. Menelik`s palace is...",4,October 2015
Entoto Maryam Church,Good introduction to Ethiopian churches,"If you're heading further north to Axum/Lalibela etc it's worth kicking off at Entoto Maryam, which is just a short ride out of central Addis to help set the scene.
There is interesting artwork inside the church and the surrounding biuldings have much historical context...",4,January 2016
Entoto Maryam Church,Recently spruced up - a B-list must see?,"Not a huge wow-factor, but the drive up Entoto mountain, the views, and then this little bit of history make for a nice half-day outing.",3,February 2016
Entoto Maryam Church,A Jewel of a Church,Another Orthodox Christian church with many beautiful artefacts and a stunning setting. Well worth hiring a car and driver to take you there.,5,February 2016
Entoto Maryam Church,"Beautiful, Must see!","It was recommend a must see by our guide, Berachew We spoke to him and told us on which day the festive's are more likely to happen. He was very knowledgeable about the history of the church, and he gave us the breakdown on the...",5,December 2015
Entoto Maryam Church,What a Spiritual Place!!!,We approach this church at a time of the day and at a special holiday where all the devotional followers of the church where attending ceremonies. It was beautiful to see everyone dressed in white and the church was so packed that the people knee...,5,October 2015
Entoto Maryam Church,An ok trip outside the town of Addis,"I wouldnt say it was a excellent trip but it was ok. Although we never get to go inside the church, exploring the grounds was nice as it have old interesting architecture around the back of the grounds. Those buildings have a rich history that...",4,January 2016
Entoto Maryam Church,"Outstanding! Go, go, go!","On the grounds is a 700 yr old church carved out of the rock. By itself worth the visit. 
A small little museum that displays artifacts and old hand written bible in Amharic. 
Then the church - wow! Hand painted christian scenes in natural floral...",5,January 2016
Entoto Maryam Church,Colorful quaint old church,"Our visit to the church was supposed to have been included with the visit to the museum and the emperor's palace, however we were not allowed into the church. I can't remark on the interior.",3,January 2016
Entoto Maryam Church,Disappointed could not see the inside,All the doors were closed when we went at 5.00 pm so just saw the outside. It was very quite and a lot of people were sitting in galleries built for them. Good experience.,3,January 2016
Entoto Maryam Church,Good one,The Entoto hill was the capital before moving to Addis Ababa . The church and Museum collections are mostly presented Menelik's coro­nation and different instruments those were used at the battle of Adwa as well as royal robs are there totally it shows history of...,5,March 2015
Entoto Maryam Church,Intersting Church,"We enjoyed visiting but a lot of beggars so just be prepared for that.  Over all it was good time, I did like seeing the Kings home and seeing how things were over 100 years ago.  Also if you get a guide they are going...",3,June 2015
Entoto Maryam Church,A famous church on top of Addis Ababa,"Quite a nice one, well kept and well known. Just a few km from town on top of Entoto montain. Close by you can have nice walks with stunning views, either over the large town or, opposite, on the North route.",4,January 2015
Entoto Maryam Church,A Delightful piece of history,"Entototo was the original capital. This church has a lot of exhibits inside. The government should provide better funding to protect these world treasures. This is a very site for the Ethiopians and I could feel the gravity of the place, too.  A short walk...",5,December 2014
Entoto Maryam Church,Disappointing,"I'm not quite sure what I was expecting, but it wasn't a church that looked like a paisley piece of fabric.  Of course the colors are pretty, and it was built by King Menelik II in 1982 and is now a museum. There is much...",3,October 2015
Entoto Maryam Church,Interesting,Quite a way out of town but definitely worth it. Informative guided tour at both the small museum and the original residence. Wonderful views of Addis from the top of the road driving back to the city.,3,October 2015
Entoto Maryam Church,Nothing Spectacular,I don't think it's worth driving to the top of the hill just to see this church; one can only view the exterior and there is nothing of note.  The small museum is interesting for some of the artifacts from Menelik II's day including his...,3,October 2015
Entoto Maryam Church,The best place to see in Addis,"For me the best place to see in Addis, not only the Church, also the Place of Minilk.
It is good to see and feel history and life style of country.
With Church, please visit the place and museum.
Also you can have best top...",5,October 2015
Entoto Maryam Church,           Mariam Mariam,Ethiopian Orthodox church celebrates st.Marrys day on the 21th in every month.Entoto Mariam is located above Quesquam Mariam church 15 to 20 minutes ride from there.I prefer to walk on foot for I fined it relaxing and bit of exercise.Beside there is this spot where...,5,September 2015
Entoto Maryam Church,Pleasant area to explore outside of Addis,"Emperor Menelik's Palace, museam and church offer some interesting and atmospheric sites to explore. The walk back down to Addis is also recommended.",5,May 2015
Entoto Maryam Church,See Addis from above,"Entoto is a beautiful place, I visited this colourful church and also the imperial palace of Menelik., several intersting small stalls outside the grounds of the church, plenty of space to walk and the air a lot fresher than the car fumes in Addis.",4,August 2015
Entoto Maryam Church,"Colorful, different","Part of the Addis must see. Our driver was great to give us time and visit this colorful place. Very crowded on that moment, but we got to peak",4,June 2015
Entoto Maryam Church,Informative and Enlightening,"This was our first exposure the all of the symbolism in the Ethiopian Orthodox Church.  Mathias, our guide, who is also a deacon in the church, did a fantastic job of explaining the significance of colours and the meanings of various symbols.  
I highly recommend...",5,June 2015
Entoto Maryam Church,Authentic Abyssinia,"On the outskirts of Addis Ababa, but worth the trip. Check opening hours before leaving. Tips to the guide are optional.",5,January 2015
Entoto Maryam Church,Out of the way but worth it,The guide did a great job walking around explaining the site.  I would have liked to see the inside of the church.  Cameras without flash should be allowed,3,August 2015
Entoto Maryam Church,Real sense of history,"Our group took a tour of the Maryam Church where a guide gave a very interesting tour of the small, but historically significant building and grounds.  Well worth the effort to learn about Ethiopia's history (and the pride Ethiopians take in their cultural heritage).",4,May 2015
Entoto Maryam Church,Most interesting church in Addis,"Not very old, but impressive and well kept churhc for a first insight into rules and rituals of the Ethiopian Orthodox church",4,June 2014
Entoto Maryam Church,Nice church,The Entoto Maryam Church is a colourful & pretty building set atop Entoto Hill. In these grounds you can also visit a museum (not really worth the entree fee) as well as the old palace of the Emperor (recommended). Nice views over Addis Ababa city...,4,May 2015
Entoto Maryam Church,Interesting,"To access the church you need to go up Entoto hills, the view of the landscape and the city is beautiful. You can visit the museum close to the church.",3,December 2014
Entoto Maryam Church,Serene Church,"This is a working church set in the Entoto Hills overlooking Addis Ababa. It is a large church with a painted interior. Of historic interest is the site of the original palace of Menelik II built in 1875, when he moved the capital of Ethiopia...",4,March 2015
Entoto Maryam Church,nice,"i couldnt enter inside as we were late. but it is a big place. one christian was their with us according to him it was nice
very quiet place we sat their for half an hour a lot of people were their and at a...",4,July 2014
Entoto Maryam Church,A must seen,"Original site, great view over Addis, a place to meet Ethiopian family's on a day out.
The oldest palace of Addis is on walking distance, the road to Entoto is a good place to shop an buy stuff.
Keep it sereen, it's a holy place...",4,June 2014
Entoto Maryam Church,Go for some views of Addis and a touch of history,"Torn between 3 and 4  out of 5 (and we are strictly talking relative to other stuff in Addis, here).  Grab a taxi, take 3 hours and head up the mountain.  You'll like the views of Addis--particularly if you head down about sunset.  The church...",4,March 2015
Entoto Maryam Church,nothing to see,uninspiring from outside and you cannot go in most of the time so not worth the visit. The only other things alongside are the museum (not great) and former residence of the Emperor but little to see there,1,February 2015
Entoto Maryam Church,A little piece of history overlooking Addis ,The church is not normally open but there is a number of things to do at the site 1) a small museum - need to use the guide to fully understand its significance 2) Emperor Menelik palace .. More recently they have closed access to...,4,None
Entoto Maryam Church,Wirth the drive up ,"You will really enjoy the drive up Mt. Entoto to St Mary's Church where you will see donkey's and hard working women carrying firewood down the mountain on route. 

The church grounds are wonderfully peaceful, and the church itself is a quaint rustic design with...",4,None
Entoto Maryam Church,Unexpected History Lesson,I didn't know this place existed before I came up Entoto Mountain so I was pleasantly surprised.  I found it interesting to learn something about the past Emperor's of Ethiopia and see pictures of them.  Ethiopia has preserved its history for future generations.  Well done!,4,June 2014
Entoto Maryam Church,An unforgettable trip!,We went up to Sheromeda or there about with a bus and then walked all the way up. There are a lot of vendors outside of the walls of the church. Inside the ground there is a little museum which is interesting and the guides...,5,June 2013
Entoto Maryam Church,Interesting Experience,"At first I was a little shocked when the guide stated that we would be paying 100 birr to go into a museum I didn't really know existed, but what you get for your money is a very informative exhibition about past Ethiopian emperors.

For...",4,April 2014
Entoto Maryam Church,Great education into the rulers of Ethiopia,Lots of history to absorb at Entoto.  Make sure you go around with one of the guides who provide much information about the past emperors of the country.  Most of the buildings are original with some restoration and the stories associated with them are interesting...,5,February 2014
Entoto Maryam Church,Entoto Maryam Church Dec 2013,"Well worth a visit - this has some amazing frescos and paintings inside the octagonal church. There is the pictorial history of the saints and disciples in picture form, the good people have two eyes visible the bad guys are seen side on with one...",5,December 2013
Entoto Maryam Church,Healing Water,There are great views of Addis from the church but what struck us was the number of faithfuls who had come to pray. They bathe in holy water and wait in the church for their healing while they pray. Very solemn and somber mood. Beautiful...,4,December 2013
Entoto Maryam Church,Nice walk and views of the city,"The church (I was only able to enter one of them) are a lot like those that you'll see elsewhere in the city and the rest of Ethiopia. The museum and palace is okay too, but nothing spectacular.",3,November 2013
Entoto Maryam Church,Cathedral,Was a good experience into Orthodox Christianity.  The displays and works of art in the church buildings were quite amazing.,4,July 2013
Entoto Maryam Church,Colorful Church,The church was not open but the area around it was quite interesting. Had a tour guide who explained everything for us.,4,June 2013
Entoto Maryam Church,Wanted money,"They wanted us to pay to just walk around the outside of the building (not even go inside) so we just left.  It was a wasted trip, save the view of the city from the top.",2,June 2013
Entoto Maryam Church,Pretty church and nice little museum next to it,"We hiked all the way up to Entoto (about 2 hours I think), where you get nice views. We did not actually enter the church, but only looked from the outside. There is a nice little museum next to it, where a guide gave us...",4,April 2013
Entoto Maryam Church,Colorful building with people praying outside,"It was a wonderful experience when you come to the churches and find people taking time during the day to pray, and they have so much respect for the church building and all the praybooths! Young and old alike!",4,May 2013
Entoto Maryam Church,Take a drive up the mountain,"This is really worth a visit . Not only is the trip getting there interesting , with your taxi probably  struggling a bit up the hill, but the visit goes well beyond the church . It gives you an opportunity to visit the Emperor's palace...",4,May 2013
Entoto Maryam Church,Palm Sunday Donkey riding in the church,"You know most of the Ethiopian churchs represent syymbolizes the holybible icons, During the fasting period of LENT/before Easter , On a palm Sunday just a week before the Easter Sunday people gather at ENTOTO St. Mary Church  A Priest sit down at the back...",4,April 2013
Entoto Maryam Church,Maryam Church,Lovely Orthodox church up in the trees.  Gorgeous paintings of icons on the interior.  Had coffee right across the street.,5,December 2012
Entoto Maryam Church,Not very impressive,"not very interesting to see. Provides an expansive beautiful view of Addis Ababa from above but the church itself and ""palace"" built by King Menelik are far from impressive (mud-brick sculptures built 100 yrs ago but appear like they are 800yrs old). Guides will approach...",2,April 2013
Entoto Maryam Church,Fun Looking Church,"You could drive past this building a hundred times and never guess it was a church. 

Bright pastel colours on a wooden structure with a octagon shape.   Great views of Addis can be had from the rear side.",3,February 2013
Entoto Maryam Church,Colourful church,"This church is located on the top of the Entoto Hill in Addis Ababa.
I wouldn't say this is the main attraction up there, but the visit to the Entoto is very recommendable and, once you are there, you want of course to visit the...",3,January 2013
Tomb of Adam,Small Addition to the Rock Churches,"This is another shrine or addition of the church, paying tribute to Adam, by symbolically building this area for him.",4,October 2019
Tomb of Adam,Tour,You should go here however with a guide to explain what you see & the history of it.  Amazing & worth the trip.,5,October 2019
Tomb of Adam,Part of the churches tour,You will see this as part of the churches tour and it does not stand out particularly as it is somewhat overwhelming by then!,5,June 2019
Tomb of Adam,Small place and part of the itinerary,"This is a small place and part of the church itinerary. Probably you will be so tired that the main focus is on rest and return. But, worth to visit, obviously.",4,April 2019
Tomb of Adam,Part of  a group of churches transformed from an original castle,"The circulation amongst the trenches and old moats is as interesting as the inside of the churches. The defenses were remarkable, hard to jump over these deep channels.",4,March 2019
