Destination Name,Review Head,Review Body,Rating,Date
Abidjatta-Shalla National Park,"Hot springs, flamingos and great views!","A great national park with lots of wild life, Hot springs and natural mudbaths. Beautiful walking paths.",5,December 2016
Abidjatta-Shalla National Park,Top area is Chitu Lake with thousands of flamingos,"Unknown, but really amazingly beautiful, is the extreme South point of the Park, with Chitu and Shalla Lake together.  Thousands of flamingos were there in a landscape from ""Out of Africa"" There is even now a lodge, the 10000 flamingos lodge, with view over both...",5,December 2016
Abidjatta-Shalla National Park,Three Different Species of Hornbill - A Birder's Delight,"Don't go expecting a wild mammal extravaganza: only wart hog, gazelle and if lucky jackal. The Park is a birder's delight and could occupy one for a full day. The enclosed area of the Park is to preserve some of the trees and bushes that...",5,December 2016
Abidjatta-Shalla National Park,"If you travel to Langano or Awassa, a stop at Abidjatta and Shalla lakes is a must.","This was a very interesting and memorable experience for all the family.
Make sure you get an official tour guide from the park. They are well educated and very useful. Ask them to take you to the spot where you can see both lakes.
Check...",5,August 2016
Abidjatta-Shalla National Park,Waste of Time,"In shalla park there is nothing like National Park, You will found some of the animals like woo-thong ,Ostrich & deer , For me its an time waste.",2,April 2016
National Museum of Ethiopia,Only for Lucy,If you are in Addis you should visit this museum only for Lucy! The rest of the exhibits are interesting but not presented well or with a logic that you can follow if you are not an anthropologist. I guess there are so many other...,3,February 2014
National Museum of Ethiopia,"Lucy's part is very good, rest is a un-sorted collectible of what was found...","Its really all about Lucy, and you best spend 1/2h in the museum's Lucy part, not more. This part is of such importance to our human race that its kind of a must-do.

Forget the rest, have alook at the throne of Haile Selassie, visit...",4,February 2014
National Museum of Ethiopia,good for africa,if you dont see this museum you didnt miss much; but for being in Africa it is one of the better. but still so incredible difficult for Ethiopia to create a nice tourist site: the garden look bad; bad information where entrance is; stinking toilets...,3,January 2014
National Museum of Ethiopia,A must visit in Addis,Impressive collection of ardipithecus remains and Lucy. The museum exhibits good cultural artifacts of Ethiopia along with a handful of art work. Minimal entrance fee compared to that of Holy Trinity Church. A must visit in Addis.,4,February 2014
National Museum of Ethiopia,Worth the visit to see Lucy's remains,"While not particularly spectacular for a ""national"" museum, the place is worth a visit to see the remains of Lucy and the other skeletons that trace human evolution to Ethiopia. There is also a collection of human artifacts attesting to the sophistication of ancient life...",4,January 2014
National Museum of Ethiopia,SOmething for everyone,A MUST do when in Addis!!!   This was great for kids and adults alike!   Ask your tour guide to get you a private tour of the museum when you go visit!   It is worth the $20!,5,December 2013
National Museum of Ethiopia,Interesting Museum,"This museum has some very interesting exhibits on early mankind especially ""LUCY"" 3.8 million years old remains. Pity funds are scarce which would display their exhibits better.",4,January 2014
National Museum of Ethiopia,interesting Museum,This museum could do with some funding to display their exhibits better. It is still worth visiting.,5,January 2014
National Museum of Ethiopia,Great glimpse of the history!,"Staff was very helpful and friendly, lots of history, very interesting to see, Lucy, art work all great!  Worth the minimal fee.  Wished I could have brought all of my grandchildren to see the history.",5,December 2013
National Museum of Ethiopia,Custodian of Rare and prehistoric artifacts on desplay.,Walking distance from The Addis Regency Hotel and the Addis Ababa University. On the Hills of Entoto mountain chain. Indeed the best museum in Ethiopia. A quick glimpse at the history of one of of the oldest nations on earth.,5,December 2013
Simien Mountains National Park,Excellent Guide in the Simien Mountains,"We went on a 5-day trek to Ras Dashen peak (4543 meters) with Dereje Geberkidan. He is a very professional and experienced guide, who has been working in the park since its opening (ca. year 2000). Dereje is also flexible (we were two friends travelling...",5,September 2018
Simien Mountains National Park,Such a beautiful part of the country,"Whether you like birds or wild life, Simien has something for everyone.  It is one of those magical part of this country, a must for any visistor",4,October 2018
Simien Mountains National Park,Great Guide and Superb package Tour,My girlfriend and I have been in the Simien mountains for three days trip last month and we really enjoyed. The simien mountains are just incredible seeing the Gelada monkeys really close and the landscape is gorgeous. our trip arranged by Eyosi / simienguide1229@gmail.com/ he...,5,September 2018
Simien Mountains National Park,A park with a bit of a difference,We are surprised by the extent to which a national park remains so heavily farmed in the old traditional ways. There are a number of large villages within the park and this gives rise to one being continuously pestered for handouts and to buy trinkets....,4,September 2018
Simien Mountains National Park,Great National Park,"We spent 2 days walking the best sections of the Simien Mountain trails. Our guide Eyosi was very good, he organised us a cook and scout and created a tour for us that took us to the best parts of the Simien Mtns in our...",5,September 2018
Simien Mountains National Park,"Unforgettable trek, wolves, monkeys and popcorn!","We booked a 3 days trek in the Simien Mountains through Bewketu Kassa who manages a travel agency in Gondar. We contact him a bit before arriving in Ethiopia to start planning our trip. He was very available, flexible and helped us to organize our...",5,September 2018
Simien Mountains National Park,Spectacular Simien with Teddy,"Before driving all the way up to reach our hotel, we dropped by at the registration office. Our private guide, Abel did all the paperwork for us and we were introduced to our local guide, Teddy and to our local park ranger. Off we went...",5,June 2018
Simien Mountains National Park,Great 5 day trek in the Simien mountains,"We had a great time in the simien mountains with spectacular views! All was well arranged. From the pickup at gondar airport untill the dropoff. 
Thanks to Bewektu Kassa (bewketu200b@yahoo.com)
what'sap  +251918789242.",4,October 2018
Simien Mountains National Park,Day trip to Simien with Simien Experience,"We had a awesome day trip to Simien National Park. It was organised by Simien Experience and a friendly guy named Peter, see contact below. We were picked at the hotel and driven to Debark. After picking guide and scout, we went on to the...",4,October 2018
Simien Mountains National Park,three days two night Simien Mountain Experience,"We were picked up at the airport and taken to Goha Hotel for the night.  Early the next morning we were picked up and the hotel and taken to the Simien Mountians via Debark to pick up our guide (Yallow), guard (Woobay) and cook (Member)....",5,October 2018
Casa Museo di Rimbaud,delightful,"the proprietor is a pleasure to speak with, the house is a lovely spot and photo reproductions are interesting- well worth a visit.",4,January 2017
Casa Museo di Rimbaud,Interesting,The house itself is worth the visit! Additional the information about Arthur Rimbaud is well presented. An interesting break during the walk through the Jugol,5,January 2017
Casa Museo di Rimbaud,Unimpressive,A hodgepodge of poor-quality photos contemporaneous to Rimbaud's time in Harar.  Very uninformative.  Overall underwhelming.,3,August 2016
Casa Museo di Rimbaud,Interesting,"You can't do a tour of the old walled city without stopping here.  Arthur Rimbaud's story is interesting and to see where he lived all his years in Harar is worth it.  The pictures, and paintings, as well as some of his writings are all...",4,May 2016
Casa Museo di Rimbaud,What was he doing here?,"If you like Rimbaud's poetry, come here: the building, the photos, the warm air and the birds flying outside will transport you indeed to another world - the one the poet chose to live in.",4,January 2016
Casa Museo di Rimbaud,Fascinating glimpse into Rimbaud's trouble life,"The French poet Rimbaud ended up in Harar after various adventures involving gun-running and much else. He is idolized by the French because he lived hard and died young.
There is one brilliant poem, ""Le Bateau ivre"" (""The Drunken Boat"").
His museum is well worth...",3,February 2016
Casa Museo di Rimbaud,Only nice thing in Harar,"Well kept, informative, nice views and just a quiet and nice place to be in at the heart of this very unwelcoming town.",4,June 2015
Casa Museo di Rimbaud,"Found it interesting, even though I hadn't heard of him!",Life story of the French Poet who moved to Ethiopia. Lot of interesting black and white photos of teh area. Quite well-done and English translations.,4,September 2015
Casa Museo di Rimbaud,Après le deluge...,"I'm sad to report that the best thing about this museum is the nice views of Harar from its windows. There's nothing in it original from the time Rimbaud lived in Harar - including, apparently, the building itself. They only have a few pictures, badly...",2,April 2015
Casa Museo di Rimbaud,Interesting little museum,"By western standards the displays etc at not great but it has charm and worth a short visit. If you are a Rimbaud fan - a must, but I do not think he actually stayed in this ""house"", as is implied. Nevertheless, Rimbaud did live...",4,February 2015
Simien Mountains National Park,Spectacular views,"The park is huge and is one of Africa's largest ranges. 
Had a drive up to the village of Chennek. The road was very bumpy with lots of stones. More like a dirt track. We were 3620m above sea level and the views were spectacular....",5,February 2017
Simien Mountains National Park,"Amazing mountains, park infrastructure needs work","We did the three day hike and camping trip. MOuntain range is amazing. Saw wolves, leopard like cat, many Gellada baboons, klipspringer, many bird species. Had slight altitude sickness on day three. HOwever want to strongly recommend park management need to do more on basic...",4,March 2017
Simien Mountains National Park,Stunning !,Spent three nights camping in the mountains. That was a challenge !  Between the elevation and the freezing cold temperatures at night it wasn't easy. We camped at Chennek campsite at 3600 metres and even though the facilities were very basic it was a spectacular...,5,March 2017
Simien Mountains National Park,Simien moutain was amazing ,"Tour with Teddy Zion tours to simien mountain it was amazing .
We took the 4 days trip and it was especial , the place was crazy nature 
Thanks you teddy for the great service",5,February 2017
Simien Mountains National Park,Don't miss this Unesco listed National Park,"The Simien National Park is a Unesco Heritage site but to keep its status it has to complete the building of a road around the buffer zone, (already under construction for five years), remove the electricity pylons, and resettle the villagers out of the park....",4,February 2017
Simien Mountains National Park,Nothing exceptional,Simien Mountains NP offers great panoramic views and some interesting easy trekking routes. You can catch some Geladas if you are lucky (chance is higher if you come early in the morning or in late afternoon). But unfortunately that is all. In the NP are...,3,January 2017
Simien Mountains National Park,Most amazing scenery and so many animals to see - THE BEST,"Our group pf 4 had 3 days in the Simien Mountains and loved every moment of it.  Wonderful scenery and very tough walking because of the height so we pupped very few steps but it was worth it.
Saw loads of Gelada Monkeys and so...",5,February 2017
Simien Mountains National Park,"Tailored treks with Experienced Guide, Nurlign Hassen","In January, my girlfriend and I embarked on a 5-day trek in the Simien Mountains with Nurlign Hassen as our guide. We found Nur in the Lonely Planet and we were immediately impressed by his English language skills and laid-back sales technique. We had inquired...",5,January 2017
Simien Mountains National Park,Must see,"I did a 5 day hike in the Simiens mountains and it was absolutely amazing. Breath taking landscapes and a great opportunity to watch the spectacular gelada baboons. Don't skip this park, even if you have been to many other national parks in the world....",5,October 2016
Simien Mountains National Park,beautiful but remote,"the Simien mountains are beautiful, but i recommend them not as a day trip out of Gondar, but rather to overnight there to give you time to enjoy the scenery and hike in the mountains.
The raod there is not very good, adn currently under...",5,February 2017
Bale Mountains,Weird and wonderful,"Our all round trip to Ethiopia included the Bale mountains. This was an enchanted landscape, and the route there is just as exciting. All of Africa, people and animals, alive and dead is on this main arterial road. We then took an untarmaced road into...",4,October 2013
Bale Mountains,The Sanetti Plateau is supremely beautiful,"Once you have climbed up into the Bale Mountains and reached the plateau, you will have arrived in a delightfully bleak place which is supremely beautiful.  Keep your eyes open for the endemic Ethiopian Wolf which is far more common than we had thought -...",5,November 2013
Bale Mountains,Wonderful landscapes!!!!,"Although we were quite unlucky with the weather (cloudy, with some rain and also some snow on the top of Tulu Dimtu) I was really impressed by these mountains. We drove from Goba up to the Sanetti Plateau, an almost 1000km2 plain at about 4000m...",5,October 2013
Bale Mountains,Wildlife in Ethiopia,"There aren't many places to see wild-life in Ethiopia. Bale is a national park area with trekking and riding opportunity, and a good concentration of animals to see in their environment. We saw red wolves, mountain hare, some antelope species and warthogs all on just...",4,October 2013
Bale Mountains,"You couldn't get any more daivers, wholly remote n natural, and best of all beautiful","The area is mostly untouched, unsophisticated set in the second highest mountains of Ethiopia. It is not for the faint hearted tourist but if you are up for long treks, often walking at high altitude 3000-4000 mts, surrounded with 500 year juniper trees, 100's of...",4,August 2013
Bale Mountains,Found: The Worlds Rarest K-9,"A small group of us started a day walk from the park entrance heading to a look out and back around, then on the following day drove from the park entrance to the highest point of the Mountains.
Our walk started quite easy through what...",4,May 2013
Bale Mountains,A truly wonderful place.,Brilliant range of habitats and animals. Ethiopian wolves are surprisingly easy to find.  Great scenery and excellent guides. Accomodation is an issue and camping is perhaps the best option.,5,April 2013
Bale Mountains,Major wildlife place in Ethiopia,"Bale mountains National Park is one of the very few places in Ethiopia (and in the World) where one can look for some endemic species of high altitude plateaux. 

It consists of 4 differents biotops which are:
-the Sanetti plateau
-the Gaysay plain
-the Harenna...",5,March 2013
Tombs of Kings Kaleb and Gebre Meskal,Interesting part of Axum,I would recommend visiting this.  Like most places there are children trying to sell overpriced items.  Interesting tombs.,5,December 2015
Tombs of Kings Kaleb and Gebre Meskal,Not great but if you're in Axum you should see these ruins and tombs,These tombs are about 15 miles outside the city center and are impressive because of the stone carving needed to construct the tombs without mortar. It is believed that the tombs date from the 6th century.  There were castles above ground at one time but...,3,October 2015
Tombs of Kings Kaleb and Gebre Meskal,archiology,"Set on a small hill and offering views of the distant jagged mountains of Adwa are the monumental Tombs of Kings Kaleb & Gebre Meskel . According to local tradition, they're attributed to the 6th-century King Kaleb and his son, King Gebre Meskel. Kaleb was...",5,September 2015
Tombs of Kings Kaleb and Gebre Meskal,Tombs,These two tombs are on a beautiful hill overlooking the valley. There's not much in them but the architecture and style make them worth a quick stop as do the beautiful views.,4,September 2015
Tombs of Kings Kaleb and Gebre Meskal,Worth visiting,"The ruins are interesting, but without our excellent guide, Yalew Tafete, we would not have known at what we were looking.  There are really no signs or explanations.  Our guidebook did provide some information.",4,July 2015
Tombs of Kings Kaleb and Gebre Meskal,Worth visiting ,"Was a very informative, we had visited the place with a local guide and it was
 awesome 
Worth a visit if you are planning to visit Ethiopia 
Thank you",4,September 2015
Tombs of Kings Kaleb and Gebre Meskal,beautiful,rich beautiful tomb. most of it is underground. I wish we had a great guide apart. not as detailed as I would think,4,March 2015
Tombs of Kings Kaleb and Gebre Meskal,New underground chambers recently discovered,"We visited 9 years ago and just brought family to visit. There are three new underground areas which have been recently excavated, including a tunnel which may go as far as Eritrea! Amazing.",5,December 2014
Tombs of Kings Kaleb and Gebre Meskal,Amazing site by an amazing tour guide,"Haile Demewoz is a wonderful guide. He was patient and accommodating, and went above and beyond in providing us information about every place we visited.
He has the enthusiasm to make the rich history of Ethiopia come alive. My family and I would like to...",5,June 2014
Tombs of Kings Kaleb and Gebre Meskal,Descending the glowing stairs…,The tombs of King Kaleb and Gebre Meskel are located on a hill a couple kilometers from the main drag in Axum.  I visited them during a day-long tour of the Axum archeological sites during a very hot afternoon.  These tombs were excavated in the...,3,March 2014
Simien Mountains National Park,The Views!,"The views are just breathtaking in the Simien Mountains.  We were on a tour so had guides with us but the flowers, the steep mountain cliffs, the rolling mountains in the distance, the Gelada baboons...all wonderful.  Amazing hikes.",4,February 2016
Simien Mountains National Park,"Stunning view, unique park and wildlife","I did a half day tour which was enough to have small hike and appreciate the truly epic stunning views and appreciate the scale of the place. Get close to the beautiful, unique wildlife, very special. Friendly tour guides - try Eyosi on +251912658734! Excellent...",5,June 2016
Simien Mountains National Park,"Gorgeous, even in the rain","Rainy hike through the park, but amazing to walk alongside the baboons. Gorgeous waterfall as well! Note that you must have a guide and a ranger (with a gun) to accompany you on the trip.",5,July 2016
Simien Mountains National Park,What an adventure,We needed to get out of Addis (air is dirty and the constant city hustle gets old) and this was such a great escape! Jumped on a 4 day trek and had a blast! It was rainy season so had the whole park to ourselves...,5,June 2016
Simien Mountains National Park,"""Amazing trip With simien Mountains Guide - highly recommended""","My wife, I and David and I just back from the Simien mountains after 3 nights tour With Eyosi Worede/Tiftu/, an awsome tour guide and tour Organizer. we highly recommend the following tour if you have 3-4 days in the simien Mountains:

Our first day....",5,July 2016
Simien Mountains National Park,"Simien Mountains 4 day tour with Sammy Kassaw, Zina, and Fantoun","My wife and I booked our tour through Noor with Simien Mountain Tours (they all have similar names). He was able to group us with three other young hikers, and five turned out to be a great number for us for keeping everyone together and...",5,June 2016
Simien Mountains National Park,Dawit Yohannes made our trek!,"We had a great few days in the Simiens, seeing plenty of wildlife, in a group of four. We organised this in advance through a guide recommend to us by friends and for whom we saw several positive mentions on tripadvisor and we were not...",5,June 2016
Simien Mountains National Park,Amazing trip! - Can recommend guide,"I had an amazing time in the Simiens. The views are spectacular! 

I can also really recommend by guide - Genetu Biru. 

Genetu was incredible on the trip and made it such a great experience. Incredibly knowledgable about all aspects of the Simiens and also...",5,May 2016
Simien Mountains National Park,An amazing stay with Simien Summit Tours,We contacted Simien Summit Tours online. They replied back very quickly.  We were a group of five and wanted to do 4 nights 5 days trek. We were struck with the detailed information we were provided before our departure and the outstanding briefing as soon...,5,October 2015
Simien Mountains National Park,Simien Eco Tours: excellent trekking company,"I recommend Simien Eco Tours to anyone looking for a high quality, ethically conscious and very good value trek!

The company is run by Marco, an Austrian who lives in Addis and is married to an Ethiopian. My partner and I selected to go on...",5,May 2016
Simien Mountains National Park,Wonderful trip with a great guide,"We did a 2 day / 1 night trip here from Gondar. Our charming guide Melashu arranged exactly the trip we wanted, booked by email in advance. He picked us up in Gondar for the drive to Debark (where we met our cooks and armed...",5,January 2016
Simien Mountains National Park,Breathtaking,"At 10,000 feet above sea level the whole experience was breath taking in many ways, but must be experienced to believe and feel",5,December 2015
Simien Mountains National Park,Unforgettable experience with beautiful sceneries and wildlife,"We made a 4-day trek of the Simien Mountains National Park - camping at Sankabar, Geech and Chenek, and ending at Bwahit, the second tallest peak at 4430m. Having made a tour of North Ethiopia that included Lalibella and Axum, I must say that this...",5,April 2016
Simien Mountains National Park,"Beautiful Scenery and Incredible, Gentle Baboons!","This is one of those not to be missed spots in the World.  Incredible rugged mountain scenery by itself would be nice but what is truly unique is the chance to walk among the Gelada Baboons.  Unlike the baboons in other parts of Africa, these...",5,February 2016
Simien Mountains National Park,Most impressive montains I ever done !,"The trek is quite easy. You should try be liftes as close as possible from sakander to avoid the approach which is quite boring.
Usually 2-3 days are enough to see most impressive lanscape witheout a lot of experience. 
Take warm clothes and waterproof equipment...",5,May 2016
Simien Mountains National Park,A beautiful and majestic place,"I did a 3-day trek on the Simien mountains. As I was alone, I searched for guides/tour operator for the Simien Mountains and found Dave Yohannes (daveyohannes[at]yahoo.com). He was very responsive and helpful, and found very quickly a group that I could join for the...",4,May 2016
Simien Mountains National Park,Best Simien Trek Guide,"I had the most amazing 4-day trekking experience in the Simien Mountains thanks to my wonderful guide, Dawit, a local man from the Simiens. He was organized, knowledgeable, kind hearted, spoke fluent English, and showed a deep caring for his clients, the villages, and the...",5,May 2016
Simien Mountains National Park,A dream on the top of Ethiopia!,"My favorite spot so far, breathtaking landscapes and amazing Gelada Baboons everywhere, from the doorstep of your lodge to the escarpments overlooking the valleys. A must to see in this country, and a well deserved UNESCO World Heritage title",5,May 2016
Simien Mountains National Park,Beautiful Trek in the Mountains,"My husband and I had an amazing time in the Simien Mountains. We saw some of the most beautiful sunsets, the landscape is truly stunning. We loved the gelada monkeys, the birds, the ibex and many other animals - all of which were friendly. 

We...",5,April 2016
Simien Mountains National Park,Great Day Tour With Birhanu Erko,A group of three of us took a day tour leaving from Gonder and heading to the Simien Mountain National Park.  We arranged the tour with Birhanu Erko (birhanu48@yahoo.com) who we found on Trip Advisor.  He runs a local tour business.  They had a private...,5,April 2016
Omo National Park and River,Great 6N5D Experience!,"I spent 6D5N in Omo Valley and experiences I had there were so special. I've visited Dorze, Konso, Hamer (+their bull jumping), Mursi, Daasanech, Ari tribes, and few markets...all were amazing as I could get to know their life, and interacted with them (especially the...",5,December 2017
Omo National Park and River,Great time in south Ethiopia,"Beginnig Nov 2017 we spend 6 days with Solomon Gezu in Omo Valley. Great time there. Solomon is very friendly and always smiles. It was really amazing time. Amazing people, culture, colours, tastes. He is always on time. If you need really responsible guide with...",5,November 2017
Omo National Park and River,Excellent return trip to Omo Valley,"I enjoyed another trip to the Omo valley region to fulfill an extended project in the area. It was a very successful experience thanks to my local independent guide Fitretu who’s been with me on all previous trips. I recommend him wholeheartedly, he simply gets...",5,November 2017
Omo National Park and River,Unforgetable trip to omo valley,"I had plenty of time, almost 4 weeks, but couldnt afford expensive  tour  agency  from Addis Ababa. My priority was the cultures and tribes of omo valley. I decided not  to rush, from place to place and enjoy my time in the valley,  took a...",5,October 2017
Omo National Park and River,Amazing Omo Valley Adventure ,We have just recently returned from an amazing 10 day trip to the Omo Valley and the S.W. Omo region. For anyone looking for an excellent guide to this area I would highly recommend our guide Fitretu and his company Omo Valley Adventures. He was...,5,November 2017
Omo National Park and River,Banna people ,"I booked the tour though Babi, he told me that he could give me a amazing tour to the banna people with a good guide. And sure he hold his deal. I had a guide named siraji and he was one of the best guide...",5,December 2017
Omo National Park and River,Amazing trip with Solomon and Go Ethiopia Tours,"Me and my Girlfriend spent about 12 days travelling in Ethiopia. Obviously that's not enough to see everything of this beautiful country, so We were looking for a good guide that was able to take Us around the Omo Valley for about 4 days only....",5,October 2017
Omo National Park and River,Terrible experience with tour guide Mamo,"I had a 3-day trip planned with Mamo. Throughout my time in Ethiopia, I had constantly been targeted. I told Mamo explicitly that I did not want any funny business from my tour guides.  We agreed on a 3-day trip for $210 USD up front...",1,August 2017
Omo National Park and River,We came to Omo Valley to visit the Dassanech and Nyangatom Tribes.,We came to Omo Valley to visit the Dassanech and Nyangatom Tribes.  We got to see bachelors raid the other's tribe's cattle in order to pay a bride's dowry.  Fights break out when this happens and so we also got to experience a peace treaty....,5,May 2017
